entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DisposalsOfPropertyPlantAndEquipment,Dividend,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,IncreaseDecreaseOfImpairmentLossesAndDepreciationOfPropertyPlantAndEquipmentThroughChangesInAccountingPolicies,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughChangesInAccountingPolicies,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
29424780,2017-10-01,2018-09-30,c172,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,1926329.0,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,-1256941.0,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2017-10-01,2018-09-30,c236,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,93385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2017-10-01,2018-09-30,c352,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,-1256941.0,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2017-10-01,2018-09-30,c358,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2017-10-01,2018-09-30,c76,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katerina Chrysostomou
29424780,2017-10-01,2018-09-30,c77,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Louise Kane
29424780,2017-10-01,2018-09-30,c78,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aine Margaret Moran
29424780,2018-09-30,2018-09-30,c237,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344956.0,,,,,,,,,,,1337141.0,1682097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2018-09-30,2018-09-30,c314,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2018-09-30,2018-09-30,c353,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2018-09-30,2018-09-30,c359,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2018-09-30,2018-09-30,c7,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY2Lzg2LzI2L2MwLzBjOGMtNDk2ZC04MGRhLTFhZTM0ZjNjOGFmZA.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzIwL2M0LzhlL2YxNGQtNDc1My1hMTI2LTAxZGQ5Nzk3MWQ4Yg.xml,true,179157.0,2000.0,4.0,8000.0,2019-02-15,2019-02-15,2006-03-24,2019-02-15,45703.0,1926330.0,30700228.0,29424780.0,29424780.0,-45703.0,-103922.0,-78612.0,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,true,2019-02-15,87336400.0,Revisionsp̴tegning,urn:ofk:oid:26705892,indberetninger-20180424,2.5124211,29424780.0,AWkGuzCeet7j816D4KPb,2019-02-19T17:09:35.634Z,2019-02-19T17:08:43.744Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-87-SZ,2019-02-19T17:08:44.372Z,,,,,,,,,,,,,,,,,,,,,,,,10078587.0,45437.0,3125000.0,9711131.0,188165.0,0.0,5566794.0,344956.0,10078587.0,4511793.0,22500.0,367456.0,22500.0,2701933.0,559819.0,344956.0,1926330.0,515464.0,4511793.0,1680964.0,9665694.0,8280075.0,23710.0,0.0,105186.0,637635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
