entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermReceivables,ShorttermTaxReceivables
87972828,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",-16578.0,87972828.0,246209.0,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,229631.0,-16578.0,2015-09-30,2014-10-01,-16578.0,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,,,,,,,,,,,,,,,,
87972828,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",,87972828.0,,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,,,2015-09-30,2014-10-01,,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,0.0,,,,,,,,,,,,,,,
87972828,2014-09-30,2014-09-30,c5,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",,87972828.0,,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,,,2015-09-30,2014-10-01,,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,,3480322.0,325159.0,1000000.0,3249358.0,3480322.0,230964.0,3480322.0,230964.0,2907738.0,2940.0,230964.0,2480322.0,2907738.0,16461.0,13521.0
87972828,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",-27056.0,87972828.0,170273.0,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,143217.0,-27056.0,2015-09-30,2014-10-01,-27056.0,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,143217.0,,,,,,,,,,,,,,,
87972828,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",,87972828.0,,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,,,2015-09-30,2014-10-01,,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,0.0,,,,,,,,,,,,,,,
87972828,2015-09-30,2015-09-30,c4,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzkwLzZjLzBkLzk2YzktNGNiZi05YWY5LTliZGVjNjQwMGMxNg.xhtml,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzAwLzdmL2E2L2I5NTYtNDlmNy05ZTk1LTMxYzRlNDE0YmIwYg.pdf,http://regnskaber.virk.dk/82827978/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzBlLzhkLzlmLzdlYzAtNDI4NS04ZDQ4LTVkNWVjMTY5NTI3NQ.xml,7430 Ikast,Bording,7441.0,57.0,Bakken,7441  Bording,Bakken 57,"Regnskabsklasse B, mikrovirksomhed",2016-02-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller.</p>",,87972828.0,,Ãrsrapport,Bent Kildsgaard,Handelsbanken,B.K. ROSKILDEVEJ A/S,Bent Kildsgaard,2013-10-01,2014-09-30,,,2015-09-30,2014-10-01,,-4322.0,86861552.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22039907,indberetninger-20180424,2.5955422,87972828.0,,2018-03-28T23:21:34.407Z,2016-02-29T15:07:59.810Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-23-TC,2016-02-29T15:07:59.919Z,,3623538.0,1730334.0,1000000.0,3392574.0,3623538.0,230964.0,3623538.0,230964.0,1659926.0,0.0,230964.0,2623538.0,1659926.0,2314.0,2314.0
