entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
34221448,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,31324.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",98273.0,125220.0,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,0.0,Ry,2016-01-01,2016-12-31,-3414.0,-4377.0,-4377.0,2017-12-31,2017-01-01,true,false,-963.0,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
34221448,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,-3414.0,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
34221448,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,69223.0,50306.0,80000.0,69223.0,18917.0,47966.0,69223.0,21257.0,21257.0,-32034.0,21257.0,18917.0,0.0
34221448,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,80000.0,,,,,,,
34221448,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,-32034.0,,,,,,,
34221448,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,47966.0,,,,,,,
34221448,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",8450.0,2049.0,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,180.0,Ry,2016-01-01,2016-12-31,-5133.0,-6581.0,-6401.0,2017-12-31,2017-01-01,true,false,-1448.0,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
34221448,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
34221448,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,-5133.0,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
34221448,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2JkLzg0LzY1LzdjOTUtNGM1OC05YzI5LWZjYjFkODliZDZiNw.xhtml,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzViL2RlL2VlLzEwMzQtNGQ3OC05ZjhmLWVhYmNjYmQ4ZTZkNg.pdf,http://regnskaber.virk.dk/84412243/ZG9rdW1lbnRsYWdlcjovLzAzL2I3L2JhLzg3L2FkLzc3ZTMtNDM0Zi04NDc3LTNmMDZiYTZlMzhkYw.xml,true,Ry,8680.0,"60, 2 4",Rugaards Skovvej,8680 Ry,"Rugaards Skovvej 60, 2. 4.",Regnskabsklasse B,2018-05-13,2018-05-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,34221448.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Emil Mortensen,Emil Mortensen,INGENIÃRFIRMAET EMIL MORTENSEN ApS,Emil Mortensen,,Ry,2016-01-01,2016-12-31,-5133.0,,,2017-12-31,2017-01-01,true,false,,20480414.0,false,false,Ingen bistand,urn:ofk:oid:25458040,indberetninger-20180424,2.5928001,34221448.0,AWNijmnGx8uVRSOdggi_,2018-05-15T06:48:12.391Z,2018-05-15T06:48:09.579Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-28-FD,2018-05-15T06:48:09.817Z,,,,,,,,,,,,,
