entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,FinanceExpensesArisingFromGroupEnterprises,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,RestOfOtherFinanceExpenses,AcquiredOtherSimilarRights,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ReserveForNetRevaluationAccordingToEquityMethod,ShorttermPayablesToGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
32470688,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,0.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-01-01,2015-12-31,ID_18,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,21486.0,0.0,43540.0,0.0,15214.0,20863.0,22054.0,5649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-01-01,2015-12-31,ID_20,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,-1811.0,,15214.0,15214.0,-1811.0,0.0,0.0,17025.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-01-01,2015-12-31,ID_22,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-01-01,2015-12-31,ID_24,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,-15214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-01-01,2015-12-31,ID_26,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,-15214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2015-12-31,2015-12-31,ID_11,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,6021.0,3298855.0,58918.0,16814.0,269537.0,11031.0,51256.0,119910.0,6021.0,0.0,2903387.0,3298855.0,3247599.0,0.0,0.0,3029318.0,3247599.0,0.0,3023297.0,0.0,0.0,0.0,10768.0,23674.0,0.0,3247599.0,0.0,210619.0,0.0,199588.0,,,,,,,,,
32470688,2015-12-31,2015-12-31,ID_13,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,56636.0,473.0,16814.0,473.0,0.0,51256.0,,,,,56636.0,5380.0,,,56163.0,0.0,0.0,,,,,-10961.0,,,5380.0,,0.0,,,56163.0,56163.0,45403.0,5380.0,0.0,,,,
32470688,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
