entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,FinanceExpensesArisingFromGroupEnterprises,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,RestOfOtherFinanceExpenses,AcquiredOtherSimilarRights,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ReserveForNetRevaluationAccordingToEquityMethod,ShorttermPayablesToGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
32470688,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,0.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_16,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_17,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,-43275.0,858201.0,-119648.0,908.0,501615.0,634381.0,781828.0,132766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_19,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,-58590.0,,501615.0,486309.0,-58590.0,-15306.0,136650.0,681573.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_21,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,-681573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_23,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,179958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_25,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,-501615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_27,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_28,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_29,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2016-01-01,2016-12-31,ID_30,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzllLzAwLzY2L2FlMDItNGMyMi1hMzA2LThjOTE3YWVlYmIwMg.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2UzLzdkLzQ2LzI0ODgtNGUwOS1hODlhLTFiZGViY2Q5ODE4ZA.xml,false,"4700, NÃ¦stved",Farvergade 9 B,To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Group and the Company at 31 December 2016 and of the results of the Group's and the Company's operations for the financial year 1 January 2016 - 31 December 2016.",2017-02-08,2017-02-08,2009-09-18,2017-03-30,20658231.0,32470688.0,20658231.0,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year 1 January 2016 - 31 December 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. Revisionsanpartsselskab",Svendborg,2015-01-01,2015-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Svendborg, 479",2016-12-31,2016-01-01,false,2017-02-08,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:23678494,indberetninger-20180424,2.5097342,32470688.0,,2018-03-27T10:05:29.158Z,2017-04-03T08:35:51.813Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-60-RB,2017-04-03T08:35:52.039Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
