Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,550955.0,1826962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
15,2014-01-01,432625.0,2259189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
16,2014-01-01,432625.0,2259189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
16,2015-01-01,1891910.0,5305881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
17,2015-01-01,91910.0,5305881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
17,2016-01-01,1723639.0,5026357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
18,2016-01-01,123639.0,5026357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
18,2017-01-01,626826.0,3091927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
19,2017-01-01,626826.0,3091927.0,4045550.0,0.0,0.0,4.0,0.0,0.0,0.0,4000.0
19,2018-01-01,1335497.0,3091927.0,4045550.0,0.0,0.0,4.0,0.0,0.0,0.0,4000.0
