Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,1503989.0,0.0,27855496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,4022195.0,0.0,34047990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,4022195.0,0.0,34047990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-01-01,6243297.0,0.0,40323772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-01-01,6243297.0,0.0,40323772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-01-01,7566861.0,0.0,64481272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-01-01,7566861.0,0.0,64481272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2015-01-01,4925406.0,0.0,92264577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2015-01-01,4925406.0,0.0,92403577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2016-01-01,3807156.0,0.0,89100786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2016-01-01,18805953.0,0.0,89100786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2017-01-01,5086314.0,0.0,92766328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2017-01-01,16134883.0,0.0,92766328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2018-01-01,1250081.0,0.0,65700661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
