Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,-11237.0,1430254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
15,2014-01-01,115792.0,2067789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
16,2014-01-01,115792.0,2067789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
16,2015-01-01,248527.0,2289308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
17,2015-01-01,248527.0,2289308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
17,2016-01-01,315260.0,2941658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
18,2016-01-01,212960.0,2941658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
18,2017-01-01,160725.0,3154683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
19,2017-01-01,160725.0,3154683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
19,2018-01-01,629379.0,4700318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0
