Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-07-01,282370.0,0.0,-3205.0,25384.0,0.0,0.0,0.0,0.0,0.0,2700 BrÃ¸nshÃ¸j
13,2012-07-01,714900.0,0.0,-19969.0,25384.0,0.0,0.0,0.0,0.0,0.0,2700 BrÃ¸nshÃ¸j
14,2012-07-01,714900.0,0.0,-19959.0,51600.0,0.0,0.0,0.0,0.0,0.0,2700.0
14,2013-07-01,798600.0,0.0,-36504.0,51600.0,0.0,0.0,0.0,0.0,0.0,2700.0
15,2013-07-01,798600.0,0.0,-36504.0,50140.0,0.0,0.0,0.0,0.0,0.0,2700.0
15,2014-07-01,539700.0,0.0,-15271.0,50140.0,0.0,0.0,0.0,0.0,0.0,2700.0
16,2014-07-01,539700.0,0.0,-15271.0,0.0,0.0,0.0,0.0,126500.0,0.0,2700.0
16,2015-07-01,1560533.0,0.0,-4557.0,0.0,0.0,0.0,0.0,126500.0,0.0,2700.0
17,2015-07-01,0.0,0.0,-4557.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
17,2016-07-01,787315.0,0.0,-66855.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
18,2016-07-01,537100.0,0.0,-66855.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
18,2017-07-01,994106.0,0.0,-32044.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
19,2017-07-01,622700.0,0.0,-32044.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
19,2018-07-01,768088.0,0.0,-13114.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
