Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,96600.0,-2600.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2012-01-01,591356.0,-3227.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
14,2012-01-01,96600.0,-3227.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
14,2013-01-01,1142038.0,-6125.0,0.0,0.0,0.0,0.0,0.0,1013333.0,0.0,7330.0
15,2013-01-01,98400.0,-6125.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
15,2014-01-01,906432.0,-6137.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
17,2015-01-01,101200.0,-9535.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
17,2016-01-01,1518181.0,-13726.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
18,2016-01-01,103400.0,-13726.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
18,2017-01-01,655647.0,-12611.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
19,2017-01-01,105800.0,-12611.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
19,2018-01-01,723225.0,-27134.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,7330.0
