Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
14,2012-07-01,-75827.0,0.0,7698066.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
14,2013-07-01,4680372.0,0.0,8049080.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
15,2013-07-01,-401407.0,0.0,8049080.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
15,2014-07-01,4125421.0,0.0,7701538.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
16,2014-07-01,-337257.0,0.0,7701538.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
16,2015-07-01,4664993.0,0.0,8374893.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
17,2015-07-01,-158834.0,0.0,8374893.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
17,2016-07-01,4651691.0,0.0,7699728.0,0.0,0.0,0.0,0.0,500000.0,0.0,7400.0
18,2016-07-01,4700000.0,0.0,7699728.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0
18,2017-07-01,6691795.0,0.0,10374163.0,0.0,0.0,0.0,0.0,500000.0,0.0,7400.0
19,2017-07-01,6700000.0,0.0,10374163.0,0.0,0.0,13.0,0.0,0.0,0.0,7400.0
19,2018-07-01,2159311.0,0.0,4032341.0,0.0,0.0,13.0,0.0,0.0,0.0,7400.0
