Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-10-01,0.0,0.0,2811287.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0
12,2011-10-01,831584.0,0.0,4003421.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0
14,2011-10-01,200000.0,0.0,4003421.0,0.0,0.0,0.0,0.0,500000.0,0.0,7100.0
14,2012-10-01,200000.0,0.0,3976529.0,0.0,0.0,0.0,0.0,500000.0,0.0,7100.0
14,2012-10-01,632924.0,0.0,3976529.0,0.0,0.0,0.0,0.0,1272237.0,0.0,7100.0
14,2013-10-01,1168543.0,0.0,4849100.0,0.0,0.0,0.0,0.0,1705161.0,0.0,7100.0
15,2013-10-01,400000.0,0.0,4849100.0,0.0,0.0,0.0,0.0,500000.0,0.0,7100.0
15,2014-10-01,1078025.0,0.0,4998461.0,0.0,0.0,0.0,0.0,500000.0,0.0,7100.0
16,2014-10-01,500000.0,0.0,4769362.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
16,2015-10-01,759058.0,0.0,3750418.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
17,2015-07-01,375000.0,0.0,3750418.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
17,2016-07-01,738619.0,0.0,4482776.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
18,2016-07-01,370000.0,0.0,4482776.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
18,2017-07-01,1299248.0,0.0,5043496.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
19,2017-07-01,500000.0,0.0,5043496.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
19,2018-07-01,1780361.0,0.0,5789308.0,0.0,0.0,4.0,0.0,500000.0,0.0,7100.0
