Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,1200000.0,0.0,1141473.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13,2012-01-01,415254.0,0.0,968038.0,0.0,0.0,1.0,0.0,125000.0,0.0,0.0
14,2012-01-01,415254.0,0.0,968038.0,0.0,0.0,1.0,0.0,0.0,0.0,4700.0
14,2013-01-01,251661.0,0.0,562512.0,0.0,0.0,1.0,0.0,125000.0,0.0,4700.0
15,2013-01-01,251661.0,0.0,562512.0,0.0,0.0,1.0,0.0,0.0,0.0,4700.0
15,2014-01-01,181145.0,0.0,239990.0,0.0,0.0,0.0,0.0,125000.0,0.0,4700.0
16,2014-01-01,181145.0,0.0,239990.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0
16,2015-01-01,351460.0,0.0,460052.0,0.0,0.0,0.0,0.0,125000.0,0.0,4700.0
17,2015-01-01,351460.0,0.0,460052.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0
17,2016-01-01,-80426.0,0.0,-79767.0,0.0,0.0,0.0,0.0,125000.0,0.0,4700.0
