Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
14,2012-01-01,181595.0,0.0,0.0,2218259.0,0.0,0.0,0.0,0.0,0.0,3480.0
14,2013-01-01,-85082.0,0.0,0.0,1847242.0,0.0,0.0,0.0,0.0,0.0,3480.0
15,2013-01-01,-85082.0,0.0,0.0,1847242.0,0.0,0.0,0.0,0.0,0.0,3480.0
15,2014-01-01,-230413.0,0.0,0.0,1031031.0,0.0,0.0,0.0,0.0,0.0,3480.0
16,2014-01-01,-230413.0,0.0,0.0,1031031.0,0.0,0.0,0.0,0.0,0.0,3480.0
16,2015-01-01,35086.0,0.0,0.0,1285384.0,0.0,0.0,0.0,0.0,0.0,3480.0
17,2015-01-01,35086.0,219559.0,0.0,1285387.0,0.0,1.0,0.0,0.0,0.0,3480.0
17,2016-01-01,17871.0,235908.0,0.0,1578990.0,0.0,1.0,0.0,0.0,0.0,3480.0
18,2016-01-01,17871.0,235908.0,0.0,1578990.0,0.0,1.0,0.0,0.0,0.0,3480.0
18,2017-01-01,52845.0,360839.0,0.0,1489347.0,0.0,1.0,0.0,125000.0,0.0,3480.0
