Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,-139595.0,0.0,2625581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,-1142868.0,0.0,3725059.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
14,2012-01-01,-1142868.0,0.0,3725059.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
14,2013-01-01,671726.0,0.0,11461351.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
15,2013-01-01,671728.0,0.0,11461353.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
15,2014-01-01,1086332.0,0.0,11776032.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
16,2014-01-01,1086332.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
16,2015-01-01,1660515.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
17,2015-01-01,0.0,0.0,13349354.0,0.0,0.0,12.0,0.0,0.0,0.0,8000.0
17,2016-01-01,1219665.0,0.0,14565455.0,0.0,0.0,13.0,0.0,0.0,0.0,8000.0
18,2016-01-01,1500000.0,0.0,14565455.0,0.0,0.0,13.0,0.0,0.0,0.0,8000.0
18,2017-01-01,28380.0,0.0,15607949.0,0.0,0.0,13.0,0.0,2616369.0,0.0,8000.0
19,2017-01-01,2565308.0,0.0,15607949.0,0.0,0.0,13.0,0.0,2616369.0,0.0,8000.0
19,2018-01-01,1907934.0,0.0,17392563.0,0.0,0.0,14.0,0.0,5181677.0,0.0,8000.0
