Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,48300.0,0.0,-140115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2011-07-01,48300.0,0.0,-103673.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2011-07-01,48300.0,0.0,-103673.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
13,2012-07-01,352626.0,0.0,-10528.0,0.0,0.0,0.0,0.0,20392921.0,0.0,8000.0
14,2012-07-01,50000.0,0.0,-10528.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
14,2013-07-01,508221.0,0.0,-12947.0,0.0,0.0,0.0,0.0,20698904.0,0.0,8000.0
15,2013-07-01,50000.0,0.0,-12947.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
15,2014-07-01,-654837.0,0.0,-12741.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
16,2014-07-01,50000.0,0.0,-12741.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
16,2015-07-01,30476.0,0.0,-15480.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
17,2015-07-01,50000.0,0.0,-15480.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
17,2016-07-01,-144492.0,0.0,-15500.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
18,2016-07-01,50000.0,0.0,-15500.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
18,2017-07-01,-534167.0,0.0,-17452.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
