Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-07-01,95000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-07-01,21408.0,-5030.0,0.0,0.0,0.0,0.0,0.0,2111791.0,0.0,0.0
14,2012-07-01,21000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
14,2013-07-01,111168.0,-7750.0,0.0,0.0,0.0,0.0,0.0,2133199.0,0.0,5610.0
15,2013-07-01,111000.0,0.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
15,2014-07-01,501803.0,0.0,-5875.0,0.0,0.0,0.0,0.0,2244367.0,0.0,5610.0
16,2014-07-01,452000.0,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
16,2015-07-01,63751.0,0.0,-8000.0,0.0,0.0,0.0,0.0,2696270.0,0.0,5610.0
17,2015-07-01,13000.0,0.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
17,2016-07-01,265952.0,0.0,-8125.0,0.0,0.0,0.0,0.0,2709421.0,0.0,5610.0
18,2016-07-01,214000.0,0.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
18,2017-07-01,60078.0,0.0,-8125.0,0.0,0.0,0.0,0.0,2923674.0,0.0,5610.0
19,2017-07-01,7000.0,0.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0
19,2018-07-01,28662.0,0.0,-8125.0,0.0,0.0,0.0,0.0,2930851.0,0.0,5610.0
