Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,2798000.0,0.0,2793000.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
13,2012-01-01,105781.0,0.0,3350406.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
14,2012-01-01,106000.0,0.0,3350000.0,0.0,0.0,4.0,0.0,0.0,0.0,5000.0
14,2013-01-01,2211122.0,0.0,2612268.0,0.0,0.0,2.0,0.0,0.0,0.0,5000.0
15,2013-01-01,2212000.0,0.0,2612000.0,0.0,0.0,2.0,0.0,0.0,0.0,5000.0
15,2014-01-01,41506.0,0.0,3633425.0,0.0,0.0,5.0,0.0,0.0,0.0,5000.0
16,2014-01-01,42000.0,0.0,3634000.0,0.0,0.0,5.0,0.0,0.0,0.0,5000.0
16,2015-01-01,-619158.0,0.0,3549389.0,0.0,0.0,7.0,0.0,0.0,0.0,5000.0
17,2015-01-01,-619000.0,0.0,3548000.0,0.0,0.0,7.0,0.0,0.0,0.0,5000.0
17,2016-01-01,2376188.0,0.0,5576826.0,0.0,0.0,5.0,0.0,0.0,0.0,5000.0
18,2016-01-01,2376000.0,0.0,5591000.0,0.0,0.0,5.0,0.0,0.0,0.0,5000.0
18,2017-01-01,-652906.0,0.0,3847372.0,0.0,0.0,6.0,0.0,0.0,0.0,5000.0
19,2017-01-01,-653000.0,0.0,3847000.0,0.0,0.0,6.0,0.0,0.0,0.0,5000.0
19,2018-01-01,134275.0,0.0,2924403.0,0.0,0.0,4.0,0.0,0.0,0.0,5000.0
