Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2012-08-28,-16505.0,253409.0,0.0,394606.0,0.0,0.0,0.0,0.0,0.0,8320.0
15,2014-01-01,46287.0,216440.0,0.0,352555.0,0.0,0.0,0.0,0.0,0.0,8320.0
16,2014-01-01,46287.0,216440.0,0.0,352555.0,0.0,0.0,0.0,0.0,0.0,8320.0
16,2015-01-01,46669.0,213722.0,0.0,362006.0,0.0,0.0,0.0,0.0,0.0,8320.0
17,2015-01-01,46669.0,213722.0,0.0,362006.0,0.0,0.0,0.0,0.0,0.0,8320.0
17,2016-01-01,44212.0,222875.0,0.0,382010.0,0.0,0.0,0.0,0.0,0.0,8320.0
18,2016-01-01,44212.0,222875.0,0.0,382010.0,0.0,0.0,0.0,0.0,0.0,8320.0
18,2017-01-01,144346.0,364430.0,0.0,529942.0,0.0,0.0,0.0,0.0,0.0,8320.0
19,2017-01-01,144346.0,364430.0,0.0,529942.0,0.0,0.0,0.0,0.0,0.0,8320.0
19,2018-01-01,164241.0,403249.0,0.0,538769.0,0.0,0.0,0.0,0.0,0.0,8320.0
