Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-05-01,96600.0,-6870.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2012-05-01,167199.0,-9051.0,0.0,0.0,0.0,0.0,0.0,47973.0,0.0,0.0
14,2012-05-01,96600.0,0.0,-9051.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
14,2013-05-01,278141.0,0.0,-8747.0,0.0,0.0,0.0,0.0,61132.0,0.0,8330.0
15,2013-05-01,98400.0,0.0,-8747.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
15,2014-05-01,29307.0,0.0,-8700.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
16,2014-05-01,99800.0,0.0,-8699.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
16,2015-05-01,8809.0,0.0,-12478.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
17,2015-05-01,101200.0,0.0,-12478.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
17,2016-05-01,9333.0,0.0,-11311.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
18,2016-05-01,103400.0,0.0,-11312.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
18,2017-05-01,111417.0,0.0,-13770.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
19,2017-05-01,105800.0,0.0,-13770.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
19,2018-05-01,-20538.0,0.0,-11495.0,0.0,0.0,0.0,0.0,125000.0,0.0,8330.0
