Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,380143.0,0.0,-7520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,276264.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,276264.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-01-01,-660291.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-01-01,-660291.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
15,2014-01-01,-1000492.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
16,2014-01-01,-1000492.0,0.0,-7500.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
16,2015-01-01,493286.0,0.0,-8102.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
18,2016-01-01,403173.0,0.0,-6250.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
18,2017-01-01,396877.0,0.0,-15004.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
