Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-05-01,7435.0,0.0,-919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2011-05-01,291030.0,0.0,-10350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-05-01,162262.0,-5329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
15,2014-05-01,177893.0,-8273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
16,2014-05-01,177893.0,-8273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
16,2015-05-01,-51745.0,-8016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
17,2015-05-01,-51745.0,-8016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
17,2016-05-01,162262.0,-6723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
18,2016-05-01,162262.0,-6723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
18,2017-05-01,6007.0,-11104.0,0.0,0.0,0.0,0.0,0.0,1293271.0,0.0,4242.0
19,2017-05-01,6007.0,-11104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
19,2018-05-01,72264.0,-10461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.0
