Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,-3868017.0,0.0,14430134.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
13,2012-01-01,-2759312.0,0.0,11672014.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
14,2012-01-01,-2759312.0,0.0,11672015.0,49844095.0,0.0,35.0,0.0,0.0,0.0,8700.0
14,2013-01-01,-1113929.0,0.0,12223377.0,42478775.0,0.0,29.0,0.0,0.0,0.0,8700.0
15,2013-01-01,-1113929.0,0.0,12223377.0,0.0,0.0,29.0,0.0,0.0,0.0,8700.0
15,2014-01-01,-728604.0,0.0,16226089.0,0.0,0.0,30.0,0.0,0.0,0.0,8700.0
16,2014-01-01,-728604.0,0.0,15999132.0,0.0,0.0,30.0,0.0,0.0,0.0,8700.0
16,2015-01-01,1236519.0,0.0,17052824.0,0.0,0.0,28.0,0.0,0.0,0.0,8700.0
17,2015-01-01,1236519.0,0.0,17052824.0,0.0,0.0,28.0,0.0,0.0,0.0,8700.0
17,2016-01-01,1195626.0,0.0,14536198.0,0.0,0.0,25.0,0.0,0.0,0.0,8700.0
