Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,298307.0,0.0,1581611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,396231.0,0.0,1726352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-01-01,436311.0,0.0,1877425.0,0.0,0.0,0.0,0.0,0.0,0.0,8260.0
16,2015-01-01,507127.0,0.0,1981838.0,0.0,0.0,0.0,0.0,0.0,0.0,8260.0
17,2015-01-01,507127.0,0.0,1981838.0,0.0,0.0,0.0,0.0,0.0,0.0,8260.0
17,2016-01-01,274230.0,0.0,1838431.0,0.0,0.0,0.0,0.0,0.0,0.0,8260.0
18,2016-01-01,274230.0,0.0,1838431.0,0.0,0.0,2.5,0.0,0.0,0.0,8260.0
18,2017-01-01,324802.0,0.0,1787657.0,0.0,0.0,3.0,0.0,0.0,0.0,8260.0
19,2017-01-01,324802.0,0.0,1787657.0,0.0,0.0,3.0,0.0,0.0,0.0,8260.0
19,2018-01-01,268751.0,0.0,1427510.0,0.0,0.0,2.0,0.0,0.0,0.0,8260.0
