Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,77447.0,113220.0,0.0,531768.0,0.0,0.0,0.0,0.0,0.0,9990.0
15,2014-01-01,-373584.0,-374401.0,0.0,74766.0,0.0,0.0,0.0,0.0,0.0,9990.0
16,2014-01-01,-373584.0,-374401.0,0.0,74766.0,0.0,0.0,0.0,0.0,0.0,9990.0
16,2015-01-01,62152.0,64495.0,0.0,251259.0,0.0,0.0,0.0,0.0,0.0,9990.0
17,2015-01-01,62152.0,64495.0,0.0,251259.0,0.0,0.0,0.0,0.0,0.0,9990.0
17,2016-01-01,-118252.0,-116061.0,0.0,39808.0,0.0,0.0,0.0,0.0,0.0,9990.0
18,2016-01-01,-118252.0,-116061.0,0.0,39808.0,0.0,0.0,0.0,0.0,0.0,9990.0
18,2017-01-01,-18366.0,-18366.0,0.0,179381.0,0.0,0.0,0.0,0.0,0.0,9990.0
19,2017-01-01,-18366.0,-18366.0,0.0,179381.0,0.0,0.0,0.0,0.0,0.0,9990.0
19,2018-01-01,-51250.0,-51192.0,0.0,52820.0,0.0,0.0,0.0,0.0,0.0,9990.0
