Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-05-01,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665 VallensbÃ¦k Strand
13,2012-05-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665 VallensbÃ¦k Strand
14,2012-05-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
14,2013-05-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
15,2013-05-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
15,2014-05-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
16,2014-05-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
16,2014-05-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
16,2015-05-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
16,2015-05-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
17,2015-05-01,500000.0,0.0,-45401.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
17,2016-05-01,500000.0,0.0,-38926.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
18,2016-05-01,500000.0,0.0,-38926.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
18,2017-05-01,500000.0,0.0,-71483.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
19,2017-05-01,500000.0,0.0,-71483.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
19,2018-05-01,500000.0,0.0,-57537.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0
