Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,286275.0,0.0,3001497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2011-07-01,-317417.0,0.0,3169876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-07-01,-317417.0,0.0,3169876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-07-01,258470.0,0.0,4280222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-07-01,258470.0,0.0,4280222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-07-01,-134128.0,0.0,4193379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-07-01,-134128.0,0.0,4193379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-07-01,-432579.0,0.0,4195725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-07-01,-432579.0,0.0,4195725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2015-07-01,-465879.0,0.0,4443942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2015-07-01,-465879.0,0.0,4443942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2016-07-01,-106933.0,0.0,4038400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2016-07-01,-106933.0,0.0,3984032.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
18,2017-07-01,-191817.0,0.0,3127818.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
