Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2010-12-01,206658.0,0.0,1649768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-12-01,-167306.0,0.0,1094809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2011-12-01,-167306.0,0.0,1094809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-12-01,16211.0,0.0,1360202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2012-12-01,16211.0,0.0,1360202.0,0.0,0.0,0.0,0.0,0.0,0.0,4690.0
15,2013-12-01,18666.0,0.0,1477116.0,0.0,0.0,0.0,0.0,0.0,0.0,4690.0
16,2013-12-01,18666.0,0.0,1477116.0,0.0,0.0,0.0,0.0,0.0,0.0,4690.0
16,2014-12-01,-171687.0,0.0,1397866.0,0.0,0.0,0.0,0.0,0.0,0.0,4690.0
17,2014-12-01,-171687.0,0.0,1397866.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0
17,2015-12-01,-384832.0,0.0,1443325.0,0.0,0.0,0.0,0.0,500000.0,0.0,4600.0
18,2015-12-01,-384832.0,0.0,1443325.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0
18,2016-12-01,22687.0,0.0,2325016.0,0.0,0.0,0.0,0.0,500000.0,0.0,4600.0
19,2016-12-01,-1042129.0,0.0,1227670.0,0.0,0.0,4.0,0.0,0.0,0.0,4600.0
19,2017-12-01,-2830607.0,0.0,1477186.0,0.0,0.0,9.0,0.0,500000.0,0.0,4600.0
