Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-06-06,-34000.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-10-01,54389.0,0.0,242825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2011-10-01,54000.0,0.0,243000.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0
14,2012-10-01,83774.0,0.0,209794.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0
15,2012-10-01,84000.0,0.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0
15,2013-10-01,-16095.0,0.0,80087.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.0
16,2013-10-01,-16095.0,0.0,80087.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
16,2014-10-01,32849.0,0.0,113926.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
17,2014-10-01,32849.0,0.0,113926.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
17,2016-01-01,48465.0,0.0,180351.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
18,2016-01-01,48465.0,0.0,180351.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
18,2017-01-01,24562.0,0.0,202258.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
19,2017-01-01,24562.0,0.0,202258.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
19,2018-01-01,10378.0,0.0,197748.0,0.0,0.0,0.0,0.0,80000.0,0.0,2670.0
