Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,-2796000.0,0.0,6528000.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0
12,2011-07-01,1182149.0,0.0,8609029.0,0.0,0.0,19.0,0.0,125000.0,0.0,0.0
13,2011-07-01,1182000.0,0.0,8616000.0,0.0,0.0,19.0,0.0,0.0,0.0,5250.0
13,2012-07-01,275374.0,0.0,7397974.0,0.0,0.0,18.0,0.0,125000.0,0.0,5250.0
14,2012-07-01,275000.0,0.0,7397000.0,0.0,0.0,18.0,0.0,0.0,0.0,5250.0
14,2013-07-01,82293.0,0.0,7447965.0,0.0,0.0,18.0,0.0,125000.0,0.0,5250.0
15,2013-07-01,82293.0,0.0,7447965.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0
15,2014-07-01,863003.0,0.0,8708838.0,0.0,0.0,0.0,0.0,125000.0,0.0,5250.0
16,2014-07-01,863003.0,0.0,8708838.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0
16,2015-07-01,100702.0,0.0,9227009.0,0.0,0.0,0.0,0.0,125000.0,0.0,5250.0
17,2015-07-01,100702.0,0.0,9227009.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0
17,2016-07-01,-1202905.0,0.0,11238640.0,0.0,0.0,0.0,0.0,125000.0,0.0,5250.0
18,2016-07-01,-1202905.0,0.0,11238641.0,0.0,0.0,0.0,0.0,125000.0,0.0,5250.0
18,2017-07-01,-217358.0,0.0,9575971.0,0.0,0.0,0.0,0.0,125000.0,0.0,5250.0
