Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,500000.0,0.0,729778.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
12,2011-07-01,467730.0,0.0,618526.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2011-07-01,600000.0,0.0,618526.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2012-07-01,431659.0,0.0,574846.0,0.0,0.0,0.0,0.0,41851.0,0.0,0.0
14,2012-07-01,450000.0,0.0,574846.0,0.0,0.0,0.0,0.0,125000.0,0.0,8230.0
14,2013-07-01,423869.0,0.0,560610.0,0.0,0.0,0.0,0.0,23509.0,0.0,8230.0
15,2013-07-01,400000.0,0.0,560610.0,0.0,0.0,0.0,0.0,125000.0,0.0,8230.0
15,2014-07-01,308422.0,0.0,400633.0,0.0,0.0,0.0,0.0,125000.0,0.0,8230.0
16,2014-07-01,300000.0,0.0,400633.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
16,2015-07-01,212260.0,0.0,270194.0,0.0,0.0,0.0,0.0,125000.0,0.0,8000.0
17,2015-07-01,212260.0,0.0,270194.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
17,2016-07-01,61346.0,0.0,77191.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
18,2016-07-01,61346.0,0.0,77191.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
18,2017-07-01,-293.0,0.0,-2560.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
