Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-05-01,0.0,0.0,255321.0,506705.0,0.0,0.0,0.0,1000000.0,0.0,0.0
12,2011-05-01,372764.0,0.0,395114.0,516005.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-05-01,48300.0,0.0,395114.0,516005.0,0.0,0.0,0.0,1000000.0,0.0,0.0
13,2012-05-01,1188036.0,0.0,410630.0,525205.0,0.0,0.0,0.0,1000000.0,0.0,0.0
14,2012-05-01,48300.0,0.0,410630.0,525205.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
14,2013-05-01,1544576.0,0.0,413637.0,534505.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
15,2013-05-01,159700.0,0.0,413637.0,534505.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
15,2014-05-01,2506667.0,0.0,358428.0,603805.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
16,2014-05-01,160000.0,0.0,358428.0,603805.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
16,2015-05-01,-96719.0,0.0,457756.0,632950.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
17,2015-05-01,-96719.0,0.0,457756.0,632950.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
17,2016-05-01,2164278.0,0.0,540585.0,663795.0,0.0,0.0,0.0,0.0,0.0,8000.0
18,2016-05-01,2164278.0,0.0,540585.0,663795.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
18,2017-05-01,1963927.0,0.0,520070.0,663263.0,0.0,0.0,0.0,0.0,0.0,8000.0
19,2017-05-01,1963927.0,0.0,520070.0,663263.0,0.0,0.0,0.0,1000000.0,0.0,8000.0
19,2018-05-01,3398974.0,0.0,530699.0,676120.0,0.0,0.0,0.0,0.0,0.0,8000.0
