Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2010-10-01,122000.0,4626000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-10-01,-97038.0,4997634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2011-10-01,0.0,4998000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660 Skanderborg
14,2012-10-01,0.0,6257291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660 Skanderborg
15,2012-10-01,433000.0,6587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
15,2013-10-01,204685.0,6948013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
16,2013-10-01,0.0,6947000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
16,2014-10-01,245000.0,7053343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
17,2014-10-01,245000.0,7053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
17,2015-10-01,145000.0,5625133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
18,2015-10-01,145000.0,5625000.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,8660.0
18,2016-10-01,160000.0,6445685.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,8660.0
19,2016-10-01,160000.0,6446000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
19,2017-10-01,600000.0,6419886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.0
