Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
14,2012-01-01,4361155.0,0.0,13556154.0,0.0,0.0,25.0,0.0,0.0,0.0,DK-8680
14,2013-01-01,4094911.0,11938000.0,14890983.0,0.0,0.0,24.0,0.0,3500000.0,0.0,DK-8680
16,2014-01-01,5470609.0,0.0,16195143.0,0.0,0.0,25.0,0.0,0.0,0.0,8680.0
16,2015-01-01,5238105.0,0.0,16636752.0,0.0,0.0,27.0,0.0,3500000.0,0.0,8680.0
17,2015-01-01,5238105.0,0.0,16636752.0,0.0,0.0,27.0,0.0,0.0,0.0,8680.0
17,2016-01-01,8277520.0,0.0,21863511.0,0.0,0.0,28.0,0.0,3500000.0,0.0,8680.0
18,2016-01-01,8277520.0,0.0,21863511.0,0.0,0.0,28.0,0.0,0.0,0.0,8680.0
18,2017-01-01,9990912.0,16637000.0,25102762.0,0.0,0.0,30.0,0.0,3500000.0,0.0,8680.0
19,2017-01-01,9990912.0,0.0,25102762.0,0.0,0.0,30.0,0.0,0.0,0.0,8680.0
19,2018-01-01,8849432.0,21864000.0,23652222.0,0.0,0.0,31.0,0.0,3500000.0,0.0,8680.0
