Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,2369511.0,6043023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
15,2014-01-01,2999117.0,6849262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
16,2014-01-01,2999117.0,6849262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
16,2015-01-01,4414144.0,8014475.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,8723.0
17,2015-01-01,4414144.0,8014475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
17,2016-01-01,3430616.0,8462366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
18,2016-01-01,3430616.0,8469866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
18,2017-01-01,4455688.0,9219484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723.0
19,2017-01-01,4455688.0,9219484.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8723.0
19,2018-01-01,4333064.0,8662256.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8723.0
