Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,232634.0,0.0,247241.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
15,2014-01-01,213415.0,0.0,247823.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
16,2014-01-01,213415.0,0.0,247823.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
16,2015-01-01,350387.0,0.0,248645.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
17,2015-01-01,350387.0,0.0,248645.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
17,2016-01-01,266735.0,0.0,248645.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
18,2016-01-01,10039.0,0.0,248645.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
18,2017-01-01,161032.0,0.0,248654.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
19,2017-01-01,17413.0,0.0,248654.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
19,2018-01-01,47539.0,0.0,247579.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0
