Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,146746.0,6707508.0,0.0,7147747.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,267360.0,6850137.0,0.0,7355958.0,0.0,0.0,0.0,300000.0,0.0,0.0
14,2012-01-01,267000.0,6850000.0,0.0,7356000.0,0.0,0.0,0.0,0.0,0.0,1300  KÃ¸benhavn K
14,2013-01-01,283048.0,7922709.0,0.0,8479487.0,0.0,0.0,0.0,300000.0,0.0,1300  KÃ¸benhavn K
15,2013-01-01,283000.0,7923000.0,0.0,8480000.0,0.0,0.0,0.0,0.0,0.0,1300  KÃ¸benhavn K
15,2014-01-01,244307.0,8518647.0,0.0,8862159.0,0.0,0.0,0.0,300000.0,0.0,1300  KÃ¸benhavn K
16,2014-01-01,244000.0,8519000.0,0.0,8862000.0,0.0,0.0,0.0,0.0,0.0,1300 KÃ¸benhavn K
16,2015-01-01,407733.0,9066546.0,0.0,9417568.0,0.0,0.0,0.0,300000.0,0.0,1300 KÃ¸benhavn K
17,2015-01-01,407733.0,0.0,7623921.0,9417568.0,0.0,0.0,0.0,0.0,0.0,1300 KÃ¸benhavn K
17,2016-01-01,-349763.0,0.0,5726621.0,6958278.0,0.0,0.0,0.0,300000.0,0.0,1300 KÃ¸benhavn K
18,2016-01-01,-349763.0,0.0,5726621.0,6958278.0,0.0,13.0,0.0,0.0,0.0,1300 KÃ¸benhavn K
18,2017-01-01,2919650.0,0.0,26593978.0,34943041.0,0.0,38.0,0.0,300000.0,0.0,1300 KÃ¸benhavn K
19,2017-01-01,2919650.0,0.0,26593978.0,34943041.0,0.0,38.0,0.0,0.0,0.0,1300 KÃ¸benhavn K
19,2018-01-01,-5051327.0,0.0,31728097.0,44997568.0,0.0,56.0,0.0,36150000.0,0.0,1300 KÃ¸benhavn K
