Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,-64330.0,0.0,32418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,62722.0,0.0,455369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,2485.0,0.0,455369.0,0.0,0.0,0.0,0.0,690618.0,0.0,6600.0
14,2013-01-01,38922.0,0.0,448933.0,0.0,0.0,0.0,0.0,693103.0,0.0,6600.0
15,2013-01-01,25777.0,0.0,448933.0,0.0,0.0,0.0,0.0,693103.0,0.0,6600.0
15,2014-01-01,-24110.0,0.0,301893.0,0.0,0.0,0.0,0.0,718880.0,0.0,6600.0
16,2014-01-01,25721.0,0.0,416893.0,0.0,0.0,0.0,0.0,718880.0,0.0,6600.0
16,2015-01-01,307443.0,0.0,1242431.0,0.0,0.0,0.0,0.0,744601.0,0.0,6600.0
17,2015-01-01,258119.0,0.0,1242431.0,0.0,0.0,0.0,0.0,352885.0,0.0,6600.0
17,2016-01-01,19497.0,0.0,512195.0,0.0,0.0,0.0,0.0,402209.0,0.0,6600.0
18,2016-01-01,88873.0,0.0,512195.0,0.0,0.0,0.0,0.0,200000.0,0.0,6600.0
18,2017-01-01,296544.0,0.0,477169.0,0.0,0.0,0.0,0.0,200000.0,0.0,6600.0
19,2017-01-01,25673.0,0.0,477169.0,0.0,0.0,0.0,0.0,200000.0,0.0,6600.0
19,2018-01-01,458871.0,0.0,700140.0,0.0,0.0,0.0,0.0,200000.0,0.0,6600.0
