Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,9559.0,0.0,-3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2011-07-01,-136289.0,0.0,-3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-07-01,-136289.0,0.0,-3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-07-01,110283.0,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-07-01,110283.0,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-07-01,141068.0,0.0,-4376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-07-01,249598.0,0.0,-4376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-07-01,297470.0,0.0,-4376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-07-01,297470.0,0.0,-4376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2015-07-01,367774.0,0.0,-4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2015-07-01,210761.0,0.0,-4600.0,0.0,0.0,1.0,0.0,0.0,0.0,5690.0
17,2016-07-01,237108.0,0.0,-5705.0,0.0,0.0,1.0,0.0,125000.0,0.0,5690.0
18,2016-07-01,244347.0,0.0,-5705.0,0.0,0.0,0.0,0.0,0.0,0.0,5690.0
18,2017-07-01,102220.0,0.0,-5606.0,0.0,0.0,0.0,0.0,125000.0,0.0,5690.0
