Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-07-01,26425.0,0.0,690521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2011-07-01,-123019.0,0.0,534069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2011-07-01,-123019.0,0.0,534069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-07-01,265281.0,0.0,1055189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-07-01,265281.0,0.0,1055189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-07-01,120116.0,0.0,853725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-07-01,120116.0,0.0,853725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-07-01,255.0,0.0,694637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-07-01,255.0,0.0,694637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2015-07-01,-50735.0,0.0,592658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
