Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,559332.0,0.0,-6625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,518214.99,0.0,-6062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,48000.0,0.0,-6062.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
14,2013-01-01,425000.0,0.0,-6125.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
15,2013-01-01,425000.0,0.0,-6125.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
15,2014-01-01,49900.0,0.0,-7075.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
16,2014-01-01,49900.0,0.0,-7075.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
16,2015-01-01,50600.0,0.0,-33750.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
17,2015-01-01,50600.0,0.0,-33750.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0
17,2016-01-01,0.0,0.0,-5611.0,0.0,0.0,0.0,0.0,80000.0,0.0,8500.0
