Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,772912.0,0.0,9736627.0,0.0,0.0,0.0,0.0,1710000.0,0.0,0.0
13,2012-01-01,1157251.0,0.0,11263829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,1157251.0,0.0,11263829.0,0.0,0.0,0.0,0.0,1710000.0,0.0,9500.0
14,2013-01-01,481238.0,0.0,10979054.0,0.0,0.0,0.0,0.0,1710000.0,0.0,9500.0
15,2013-01-01,481238.0,0.0,10979054.0,0.0,0.0,0.0,0.0,1710000.0,0.0,9500.0
15,2014-01-01,-1558525.0,0.0,8317572.0,0.0,0.0,0.0,0.0,1710000.0,0.0,9500.0
17,2015-01-01,-365005.0,0.0,9686594.0,0.0,0.0,25.0,0.0,1710000.0,0.0,9500.0
17,2016-01-01,890859.0,0.0,11152587.0,0.0,0.0,24.0,0.0,0.0,0.0,9500.0
18,2016-01-01,890859.0,0.0,11151585.0,0.0,0.0,24.0,0.0,1710000.0,0.0,9500.0
18,2017-01-01,966313.0,0.0,8750579.0,0.0,0.0,23.0,0.0,0.0,0.0,9500.0
18,2017-01-01,966313.0,0.0,8750579.0,0.0,0.0,23.0,0.0,1710000.0,0.0,9500.0
18,2017-10-01,957266.0,0.0,11696234.0,0.0,0.0,25.0,0.0,0.0,0.0,9500.0
