Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
12,2010-05-01,1000000.0,0.0,463661.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
12,2011-05-01,260756.0,0.0,428803.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
13,2011-05-01,0.0,0.0,428803.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
13,2012-05-01,282434.0,0.0,417714.0,0.0,0.0,0.0,0.0,607624.0,0.0,0.0
14,2012-05-01,500000.0,0.0,417714.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
14,2013-05-01,381040.0,0.0,499470.0,0.0,0.0,0.0,0.0,390058.0,0.0,2680.0
15,2013-05-01,381040.0,0.0,499470.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
15,2014-05-01,430723.0,0.0,497092.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
16,2014-05-01,430723.0,0.0,497092.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
16,2015-05-01,359259.0,0.0,515444.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
17,2015-05-01,359259.0,0.0,515444.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
17,2016-05-01,295520.0,0.0,420966.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
18,2016-05-01,295520.0,0.0,420966.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
18,2017-05-01,385025.0,0.0,529618.0,0.0,0.0,0.0,0.0,200000.0,0.0,2680.0
19,2017-05-01,0.0,0.0,529619.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0
19,2018-05-01,0.0,0.0,529760.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0
