Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,-744000.0,0.0,914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,1546000.0,0.0,3784000.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0
14,2012-01-01,1546000.0,0.0,3784000.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0
14,2013-01-01,619000.0,0.0,3371000.0,0.0,0.0,0.0,0.0,500000.0,0.0,6200.0
15,2013-01-01,619973.0,0.0,11723388.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0
15,2014-01-01,961026.0,0.0,11770837.0,0.0,0.0,0.0,0.0,500000.0,0.0,6200.0
16,2014-01-01,961026.0,0.0,11770837.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0
16,2015-01-01,703509.0,0.0,10830943.0,0.0,0.0,0.0,0.0,500000.0,0.0,6200.0
17,2015-01-01,703509.0,0.0,10830943.0,0.0,0.0,19.0,0.0,0.0,0.0,6200.0
17,2016-01-01,524073.0,0.0,10270053.0,0.0,0.0,18.0,0.0,500000.0,0.0,6200.0
18,2016-01-01,524073.0,0.0,10270053.0,0.0,0.0,18.0,0.0,0.0,0.0,6200.0
18,2017-01-01,219206.0,0.0,9864443.0,0.0,0.0,20.0,0.0,500000.0,0.0,6200.0
19,2017-01-01,219206.0,0.0,9864443.0,0.0,0.0,20.0,0.0,0.0,0.0,6200.0
19,2018-01-01,1392640.0,0.0,13304730.0,0.0,0.0,24.0,0.0,500000.0,0.0,6200.0
