Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,26.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,-57529.0,-15966.0,0.0,0.0,0.0,0.0,0.0,625000.0,0.0,0.0
14,2012-01-01,-58.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765  SmÃ¸rum
14,2013-01-01,-179424.0,-180929.0,0.0,0.0,0.0,0.0,0.0,625000.0,0.0,2765  SmÃ¸rum
15,2013-01-01,-179000.0,-180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765  SmÃ¸rum
15,2014-01-01,-120010.0,-137882.0,0.0,0.0,0.0,0.0,0.0,625000.0,0.0,2765  SmÃ¸rum
16,2014-01-01,-120000.0,-138000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765 SmÃ¸rum
16,2015-01-01,14919.0,37415.0,0.0,0.0,0.0,0.0,0.0,625000.0,0.0,2765 SmÃ¸rum
17,2015-01-01,15000.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0
17,2016-01-01,-313570.0,0.0,-288666.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0
