Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,1611.0,0.0,856356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2012-01-01,495.0,0.0,812051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2012-01-01,495.0,0.0,812051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-01-01,644756.0,0.0,1582231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-01-01,2080397.0,0.0,1582231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-01-01,871536.0,0.0,167651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-01-01,871536.0,0.0,167651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2015-01-01,2850414.0,0.0,1874989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2015-01-01,603413.0,0.0,1880718.0,0.0,0.0,1.0,0.0,1093588.0,0.0,9550.0
17,2016-01-01,1170080.0,0.0,2437417.0,0.0,0.0,2.0,0.0,1220001.0,0.0,9550.0
18,2016-01-01,-329920.0,0.0,2437417.0,0.0,0.0,2.0,0.0,1220001.0,0.0,8830.0
18,2017-01-01,1214680.0,0.0,2722808.0,0.0,0.0,2.0,0.0,890081.0,0.0,8830.0
19,2017-01-01,0.0,0.0,2722808.0,0.0,0.0,2.0,0.0,890081.0,0.0,8830.0
19,2018-01-01,1661451.0,0.0,3296950.0,0.0,0.0,2.0,0.0,1704761.0,0.0,8830.0
