entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ContributedCapital,CurrentAssets,DateOfGeneralMeeting,Equity,ExternalExpenses,Goodwill,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherShorttermPayables,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret
35516778,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzYwLzIzLzVhLzdiZjYtNDE0ZS1iMjY3LTNjZWZjYmMwMjJkYg.xhtml,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzdjLzZjLzI1LzA2NDktNGEyYy1hMzg0LWY5MzY4OTMzMDBmOQ.pdf,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzJkL2Q3LzRiLzU5YzgtNDJlZC1iMDA1LTU1MDJiZWIzNjc0Yw.xml,true,FrederiksvÃ¦rk,3300.0,3.0,Undalsvej,2860 - SÃ¸borg,SnogegÃ¥rdsvej 101,97257.0,665.0,Regnskabsklasse B,16038.0,665.0,2016-05-25,22292.0,13746.0,80000.0,-13746.0,35516778.0,20000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,80000.0,97257.0,74965.0,16592.0,16592.0,Claus Madsen,S-LIFE ApS,Tommy Svensson,96592.0,24003.0,2013-10-08,2014-12-31,4847.0,6254.0,-13746.0,2015-12-31,2015-01-01,6254.0,0.0,false,false,74965.0,50962.0,1407.0,false,true,Ingen bistand,urn:ofk:oid:22438480,indberetninger-20180424,2.5955543999999997,35516778.0,,2018-03-29T02:39:15.413Z,2016-05-25T11:28:33.097Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-72-WD,2016-05-25T11:28:33.237Z
35516778,2015-12-31,2015-12-31,c1,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzYwLzIzLzVhLzdiZjYtNDE0ZS1iMjY3LTNjZWZjYmMwMjJkYg.xhtml,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzdjLzZjLzI1LzA2NDktNGEyYy1hMzg0LWY5MzY4OTMzMDBmOQ.pdf,http://regnskaber.virk.dk/87761553/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzJkL2Q3LzRiLzU5YzgtNDJlZC1iMDA1LTU1MDJiZWIzNjc0Yw.xml,true,FrederiksvÃ¦rk,3300.0,3.0,Undalsvej,2860 - SÃ¸borg,SnogegÃ¥rdsvej 101,97257.0,665.0,Regnskabsklasse B,16038.0,665.0,2016-05-25,22292.0,13746.0,80000.0,-13746.0,35516778.0,20000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,80000.0,97257.0,74965.0,16592.0,16592.0,Claus Madsen,S-LIFE ApS,Tommy Svensson,96592.0,24003.0,2013-10-08,2014-12-31,4847.0,6254.0,-13746.0,2015-12-31,2015-01-01,6254.0,0.0,false,false,74965.0,50962.0,1407.0,false,true,Ingen bistand,urn:ofk:oid:22438480,indberetninger-20180424,2.5955543999999997,35516778.0,,2018-03-29T02:39:15.413Z,2016-05-25T11:28:33.097Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-72-WD,2016-05-25T11:28:33.237Z
