entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DisclosureOfIntangibleAssets,Dividend,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossOnRealisations,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,AdditionsToInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermPayables,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,DividendPaid,AdditionsToPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,RelatedEntityName,RelatedEntityRegisteredOffice,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfEmployeeBenefitsExpense,DisclosureOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,ExplanationOfPrepayments,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnOmissionOfConsolidatedFinancialStatement,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
30518438,2016-10-01,2016-10-01,c166,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,0.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,0.0,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,-3793850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2016-10-01,2017-09-30,c118,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,36206150.0,2092175.0,4500000.0,56.0,8212094.0,9257545.0,4730739.0,27584233.0,49.8,84235484.0,0.0,603883.0,303807.0,1454000.0,534548.0,1210191.0,326904.0,606308.0,23097.0,1464916.0,46510419.0,47393706.0,26806.0,-883000.0,29.8,56.2,452642.0,10304269.0,10304269.0,25132127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2016-10-01,2017-09-30,c168,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2016-10-01,2017-09-30,c94,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-09-30,2017-09-30,c163,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159293272.0,13164101.0,20000000.0,65803925.0,2986402.0,79276633.0,1276676.0,12000000.0,12000000.0,3376135.0,77760193.0,159293272.0,41833471.0,2452478.0,0.0,101440.0,8313534.0,8212094.0,93489347.0,0.0,2452478.0,35681657.0,5933823.0,19224.0,20000000.0,79036869.0,40000000.0,38183168.0,2501511.0,19276633.0,5477.0,41625.0,33519937.0,0.0,49263689.0,10577221.0,0.0,27539012.0,35680842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-09-30,2017-09-30,c170,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,0.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,0.0,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-09-30,2017-09-30,c274,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-09-30,2017-09-30,c444,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8212094.0,,,,,,,,,,,,,,,,,,,,,,,8212094.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c0,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
