entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DisclosureOfIntangibleAssets,Dividend,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossOnRealisations,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,AdditionsToInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermPayables,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,DividendPaid,AdditionsToPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,RelatedEntityName,RelatedEntityRegisteredOffice,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfEmployeeBenefitsExpense,DisclosureOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,ExplanationOfPrepayments,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnOmissionOfConsolidatedFinancialStatement,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
30518438,2017-10-01,2017-10-01,c165,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,0.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,0.0,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c184,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c20,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24362550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c227,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25281357.0,103041549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c23,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c236,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501363.0,4778039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2017-10-01,c363,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,2452478.0,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2018-09-30,c1,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2018-09-30,c105,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,10723367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2018-09-30,c120,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,14333000.0,,,61.0,,,,,29.2,,,,,28396000.0,,,,,,,,19656000.0,,-1209000.0,18.5,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2018-09-30,c123,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,15222000.0,,,35.0,,,,,25.9,,,,,1045000.0,,,,,,,,20279000.0,,-320000.0,14.9,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30518438,2017-10-01,2018-09-30,c126,,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzcwLzQ0L2ZjLzIyZjUtNGZkNS04ZDA0LTYyNmRmYzc2NjEzYQ.pdf,http://regnskaber.virk.dk/83481503/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzBiLzc5L2NmLzViYmItNDgxMi1iNzhlLTQ4Y2JmOWVhNDU1Mw.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn S,2300.0,19.0,K-Vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",Afskrives over 5 Ã¥r,27208735.0,33771231.0,30518438.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Karsten Ludvigsen,Norrecco A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-10-01,2017-09-30,KÃ¸benhavn,2018-09-30,2017-10-01,Hellerup,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26806236,indberetninger-20180424,2.3611880000000003,30518438.0,AWls2-WHRYGX6_YTFwQc,2019-03-11T13:06:41.189Z,2019-03-11T13:05:43.164Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-39-RN,2019-03-11T13:05:43.811Z,8215000.0,,,15.0,,,,,67.5,,,,,3211000.0,,,,,,,,10378000.0,,697000.0,7.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
