entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfAccountingPolicies,EmployeeBenefitsExpense,ExternalExpenses,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
31630134,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2VkL2RhLzU3LzQzYzQtNDdjMi05ZWMyLWMwNjhkZjBmZDRjYw.xhtml,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QxL2I4LzI2LzNkYzAtNDQyNS1iNGU3LTBmNWVkY2MyMDFhYQ.pdf,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzgwL2JlL2NlLzU1YzgtNDBmOS1iNGJhLTM4NzU4YjdjMDEzNw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,7.0,Slotsvolden,Snertinge,4460.0,32.0,Slagelsevej,4460 Snertinge,Slagelsevej 32,Regnskabsklasse B,2018-08-20,85345.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Jeg har brugt regnskabsprogrammet Dinero til at lave regnskabet i firmaet. Jeg har indtastet alle posteringer, og regnskabsprogrammet har herved givet mig resultatopgÃ¸relsen.</p>",379159.0,2740.0,43961665.0,644304.0,31630134.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alf Ulrik Rasmussen,Spar Nord Bank,ELVERDALS MASKINFABRIK ApS,Alf Ulrik Rasmussen,207530.0,2016-07-01,2017-06-30,-27730.0,-27730.0,179800.0,2018-06-30,2017-07-01,647044.0,false,false,5000.0,43961665.0,false,true,Ingen bistand,urn:ofk:oid:26039708,indberetninger-20180424,2.595364,31630134.0,AWVXM5tbKQjPMJ1HuwDJ,2018-08-20T11:59:17.837Z,2018-08-20T11:58:42.849Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AV-19-QB,2018-08-20T11:58:43.009Z,,,,,,,,,,,,,,,,,,,
31630134,2017-06-30,2017-06-30,c4,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2VkL2RhLzU3LzQzYzQtNDdjMi05ZWMyLWMwNjhkZjBmZDRjYw.xhtml,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QxL2I4LzI2LzNkYzAtNDQyNS1iNGU3LTBmNWVkY2MyMDFhYQ.pdf,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzgwL2JlL2NlLzU1YzgtNDBmOS1iNGJhLTM4NzU4YjdjMDEzNw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,7.0,Slotsvolden,Snertinge,4460.0,32.0,Slagelsevej,4460 Snertinge,Slagelsevej 32,Regnskabsklasse B,2018-08-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Jeg har brugt regnskabsprogrammet Dinero til at lave regnskabet i firmaet. Jeg har indtastet alle posteringer, og regnskabsprogrammet har herved givet mig resultatopgÃ¸relsen.</p>",,,43961665.0,,31630134.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alf Ulrik Rasmussen,Spar Nord Bank,ELVERDALS MASKINFABRIK ApS,Alf Ulrik Rasmussen,,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,,false,false,5000.0,43961665.0,false,true,Ingen bistand,urn:ofk:oid:26039708,indberetninger-20180424,2.595364,31630134.0,AWVXM5tbKQjPMJ1HuwDJ,2018-08-20T11:59:17.837Z,2018-08-20T11:58:42.849Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AV-19-QB,2018-08-20T11:58:43.009Z,138581.0,-147582.0,50000.0,47759.0,-11950.0,141186.0,-50364.0,138581.0,150531.0,90822.0,-27730.0,-13515.0,51885.0,90822.0,-34220.0,150531.0,195341.0,164046.0,143456.0
31630134,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2VkL2RhLzU3LzQzYzQtNDdjMi05ZWMyLWMwNjhkZjBmZDRjYw.xhtml,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QxL2I4LzI2LzNkYzAtNDQyNS1iNGU3LTBmNWVkY2MyMDFhYQ.pdf,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzgwL2JlL2NlLzU1YzgtNDBmOS1iNGJhLTM4NzU4YjdjMDEzNw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,7.0,Slotsvolden,Snertinge,4460.0,32.0,Slagelsevej,4460 Snertinge,Slagelsevej 32,Regnskabsklasse B,2018-08-20,20062.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Jeg har brugt regnskabsprogrammet Dinero til at lave regnskabet i firmaet. Jeg har indtastet alle posteringer, og regnskabsprogrammet har herved givet mig resultatopgÃ¸relsen.</p>",417376.0,14090.0,43961665.0,836930.0,31630134.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alf Ulrik Rasmussen,Spar Nord Bank,ELVERDALS MASKINFABRIK ApS,Alf Ulrik Rasmussen,345497.0,2016-07-01,2017-06-30,48995.0,53995.0,399492.0,2018-06-30,2017-07-01,851020.0,false,false,5000.0,43961665.0,false,true,Ingen bistand,urn:ofk:oid:26039708,indberetninger-20180424,2.595364,31630134.0,AWVXM5tbKQjPMJ1HuwDJ,2018-08-20T11:59:17.837Z,2018-08-20T11:58:42.849Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AV-19-QB,2018-08-20T11:58:43.009Z,,,,,,,,,,,,,,,,,,,
31630134,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2VkL2RhLzU3LzQzYzQtNDdjMi05ZWMyLWMwNjhkZjBmZDRjYw.xhtml,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QxL2I4LzI2LzNkYzAtNDQyNS1iNGU3LTBmNWVkY2MyMDFhYQ.pdf,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzgwL2JlL2NlLzU1YzgtNDBmOS1iNGJhLTM4NzU4YjdjMDEzNw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,7.0,Slotsvolden,Snertinge,4460.0,32.0,Slagelsevej,4460 Snertinge,Slagelsevej 32,Regnskabsklasse B,2018-08-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Jeg har brugt regnskabsprogrammet Dinero til at lave regnskabet i firmaet. Jeg har indtastet alle posteringer, og regnskabsprogrammet har herved givet mig resultatopgÃ¸relsen.</p>",,,43961665.0,,31630134.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alf Ulrik Rasmussen,Spar Nord Bank,ELVERDALS MASKINFABRIK ApS,Alf Ulrik Rasmussen,,2016-07-01,2017-06-30,48995.0,,,2018-06-30,2017-07-01,,false,false,5000.0,43961665.0,false,true,Ingen bistand,urn:ofk:oid:26039708,indberetninger-20180424,2.595364,31630134.0,AWVXM5tbKQjPMJ1HuwDJ,2018-08-20T11:59:17.837Z,2018-08-20T11:58:42.849Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AV-19-QB,2018-08-20T11:58:43.009Z,,,,,,,,,,,,,,,,,,,
31630134,2018-06-30,2018-06-30,c3,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2I0L2VkL2RhLzU3LzQzYzQtNDdjMi05ZWMyLWMwNjhkZjBmZDRjYw.xhtml,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QxL2I4LzI2LzNkYzAtNDQyNS1iNGU3LTBmNWVkY2MyMDFhYQ.pdf,http://regnskaber.virk.dk/43103613/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzgwL2JlL2NlLzU1YzgtNDBmOS1iNGJhLTM4NzU4YjdjMDEzNw.xml,true,Danmark,DK,HolbÃ¦k,4300.0,7.0,Slotsvolden,Snertinge,4460.0,32.0,Slagelsevej,4460 Snertinge,Slagelsevej 32,Regnskabsklasse B,2018-08-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Jeg har brugt regnskabsprogrammet Dinero til at lave regnskabet i firmaet. Jeg har indtastet alle posteringer, og regnskabsprogrammet har herved givet mig resultatopgÃ¸relsen.</p>",,,43961665.0,,31630134.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Alf Ulrik Rasmussen,Spar Nord Bank,ELVERDALS MASKINFABRIK ApS,Alf Ulrik Rasmussen,,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,,false,false,5000.0,43961665.0,false,true,Ingen bistand,urn:ofk:oid:26039708,indberetninger-20180424,2.595364,31630134.0,AWVXM5tbKQjPMJ1HuwDJ,2018-08-20T11:59:17.837Z,2018-08-20T11:58:42.849Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AV-19-QB,2018-08-20T11:58:43.009Z,228883.0,-42056.0,50000.0,138061.0,37046.0,141186.0,-50364.0,228883.0,191837.0,90822.0,48995.0,27791.0,53660.0,90822.0,-61949.0,191837.0,180117.0,164046.0,126457.0
