Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,96600.0,0.0,-62629.0,0.0,129206104.0,0.0,97938086.0,500000.0,0.0,0.0
14,96600.0,0.0,-42695.0,0.0,139952810.0,0.0,104424257.0,500000.0,0.0,8220.0
16,99800.0,0.0,-63533.0,0.0,151415725.0,0.0,126828430.0,500000.0,0.0,8220.0
18,103400.0,-92324.0,0.0,0.0,153247115.0,0.0,141019535.0,125000.0,0.0,8220.0
19,105800.0,0.0,-64129.0,0.0,160875703.0,0.0,146478067.0,125000.0,0.0,8220.0
