Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,-119867.0,-101178.0,0.0,0.0,4639462.0,0.0,4632621.0,-12709779.0,4621216.0,0.0
14,-346288.0,-12545.0,0.0,0.0,4677110.0,0.0,4677110.0,-4477719.0,4621216.0,0.0
15,-327000.0,24000.0,0.0,0.0,2271000.0,0.0,2271000.0,-4805000.0,2176000.0,2900.0
16,45000.0,83000.0,0.0,0.0,2216000.0,0.0,2216000.0,-4758000.0,2176000.0,2900.0
