Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,31.0,-47.0,0.0,0.0,414172.0,0.0,414172.0,414172.0,0.0,6990.0
16,2696.0,-47.0,0.0,0.0,369725.0,0.0,369725.0,368868.0,0.0,6990.0
17,2220.0,-57.0,0.0,0.0,273346.0,0.0,273346.0,272688.0,0.0,6990.0
