Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
14,48355000.0,146910000.0,0.0,355009000.0,522283000.0,172.0,419055000.0,410676000.0,0.0,8230.0
15,62299000.0,157203000.0,0.0,393879000.0,551748000.0,172.0,426957000.0,442691000.0,0.0,8230.0
16,62958000.0,179152000.0,0.0,420378000.0,591997000.0,177.0,443644000.0,475922000.0,0.0,8230.0
17,0.0,218955000.0,0.0,520624000.0,633931000.0,182.0,446765000.0,528427000.0,0.0,8230.0
18,0.0,255536000.0,0.0,561108000.0,704992000.0,192.0,500192000.0,604175000.0,0.0,8230.0
19,0.0,262173000.0,0.0,597444000.0,733259000.0,201.0,531479000.0,658351000.0,0.0,8230.0
