entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,IncreaseOfCapital,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfLeases,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfLiabilitiesUnderLeases,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnFinancialStatementsExtendedReview,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatementsExtendedReview,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TransferredFromSharePremium,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,NameAndSurnameOfMemberOfExecutiveBoard,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
33080603,2017-01-01,2017-01-01,c321,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,20651250.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-01-01,c351,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,-24088718.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-01-01,c393,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,83478.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-01-01,c396,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,83478.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-01-01,c399,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,80000.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-01-01,c402,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,80000.0,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,-18104773.0,,16.0,76392.0,9848557.0,-8675386.0,-1450649.0,44939.0,643924.0,0.0,301397.0,688863.0,0.0,881245.0,-20739847.0,-18600335.0,171041.0,-2635074.0,8494874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harlev J,427 C,Gammel Stillingvej,8700 Horsens,Holmboes AllÃ© 12,Til kapitalejerne i Poly-Control ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.","Virksomhedens 0resultatopgÃ¸relse for 2017 udviser et underskud pÃ¥ 18.104.773 kr. mod et underskud pÃ¥ 13.066.686 kr. sidste Ã¥r, og virksomhedens balance pr. 31. december 2017 udviser en negativ egenkapital pÃ¥ 6.558.746 kr.","Leasingkontrakter, hvor virksomheden ikke har alle vÃ¦sentlige fordele og risici forbundet med ejendomsretten, er operationel leasing. Ydelser i forbindelse med operationel leasing og Ã¸vrige lejekontrakter indregnes i resultatopgÃ¸relsen over kontraktens lÃ¸betid. Virksomhedens samlede forpligtelser vedrÃ¸rende operationelle leasing og lejekontrakter oplyses under eventualposter.","Vareforbrug omfatter kostprisen pÃ¥ de varer, som er medgÃ¥et til at opnÃ¥ Ã¥rets nettoomsÃ¦tning.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Posterne omfatter renteindtÃ¦gter og -omkostninger, herunder fra tilknyttede og associerede virksomheder, realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende andre vÃ¦rdipapirer og kapitalandele, transaktioner i fremmed valuta, amortisering af finansielle aktiver og forpligtelser.","I resultatopgÃ¸relsen er nettoomsÃ¦tning, vareforbrug og eksterne omkostninger med henvisning til Ã¥rsregnskabslovens Â§ 32 sammendraget til Ã©n regnskabspost benÃ¦vnt bruttotab.","Selskabets vÃ¦sentligste aktiviteter er at udÃ¸ve virksomhed med udvikling, produktion, salg og service af smartphone lÃ¥sesystemer samt aktiviteter i tilknytning hertil.",Der er ikke efter regnskabsÃ¥rets afslutning indtruffet begivenheder af vÃ¦sentlig betydning for selskabets finansielle stilling.,"Lejeforpligtelser omfatter huslejeforpligtelse med i alt 118 tkr. med opsigelsesperiode pÃ¥ 6 mÃ¥neder. Endvidere omfattes forpligtelser i operationelle leasingkontrakter pÃ¥ biler pÃ¥ i alt 7 t.kr. med en resterende kontraktperiode pÃ¥ 3,5 mÃ¥neder.",Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Poly-Control ApS for regnskabsÃ¥ret 1. januar - 31. december 2017.,Af de langfristede gÃ¦ldsforpligtelser forfalder 0 kr. senere end 5 Ã¥r fra balancedagen. LÃ¥net er ydet af en af anpartshaverne.,Ãrsrapporten for Poly-Control ApS for 2017 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans Overgaard,Poly-Control ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Baseret pÃ¥ det udfÃ¸rte arbejde er det vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017 i overensstemmelse med Ã¥rsregnskabsloven.","Harlev J, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,"Horsens, den","Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser for nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",,,,,,,,,,,,,,,
33080603,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horsens,8700.0,Holmboes AllÃ©,statsaut. revisor,mne16625,Peter Klindt Eilertsen,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,,,
33080603,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,-18104773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-12-31,c313,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,15071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-12-31,c322,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,14862930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35514180.0,,,,,,,
33080603,2017-01-01,2017-12-31,c33,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hennning Overgaard,formand,,,,,
33080603,2017-01-01,2017-12-31,c352,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,-18104773.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35514180.0,,,,,,,
33080603,2017-01-01,2017-12-31,c394,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,22016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2017-01-01,2017-12-31,c397,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzA0LzA4LzhkL2NjNjAtNGY2NS1iYWRiLTM5YjBhMjQ4N2RlOA.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzM1LzkwL2UzL2E4MzAtNDJiZC04MjI0LWI1NGI2ZWE3YzU4Yw.xml,12.0,8462.0,2018-05-29,2018-05-29,2010-08-01,2018-06-15,,30700228.0,33080603.0,30700228.0,-7836002.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,true,2018-05-29,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25835515,indberetninger-20180424,2.5118417999999996,33080603.0,AWQC8d_r0wkEsASktxb9,2018-06-15T10:16:48.725Z,2018-06-15T10:16:02.586Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-17-KZ,2018-06-15T10:16:02.766Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
