entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,IncreaseOfCapital,TransferredFromSharePremium,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToAssociates,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfLeases,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfLiabilitiesUnderLeases,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,RelatedEntityName,RelatedEntityRegisteredOffice,NameAndSurnameOfMemberOfExecutiveBoard,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
33080603,2018-01-01,2018-01-01,c321,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,0.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-01-01,c351,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,-6679311.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-01-01,c393,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,105494.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-01-01,c396,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,83478.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-01-01,c399,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,83478.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-01-01,c402,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,80000.0,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,-10933933.0,,,21.0,76915.0,11643525.0,755071.0,-408392.0,57688.0,308387.0,1187447.0,186213.0,1553522.0,22770.0,1716298.0,-12904513.0,-10965369.0,252605.0,-1970580.0,9488409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harlev J,427 C,Gammel Stillingvej,8700 Horsens,Holmboes AllÃ© 12,Til kapitalejerne i Danalock ApS,Regnskabsklasse B,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.","Ãrsrapporten, der ikke er revideret, er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Bestyrelse og direktion anser betingelserne for at undlade revision for opfyldt.","Virksomhedens 0resultatopgÃ¸relse for 2018 udviser et underskud pÃ¥ 10.933.933 kr. mod et underskud pÃ¥ 18.104.773 kr. sidste Ã¥r, og virksomhedens balance pr. 31. december 2018 udviser en negativ egenkapital pÃ¥ 17.492.679 kr.","Leasingkontrakter, hvor virksomheden ikke har alle vÃ¦sentlige fordele og risici forbundet med ejendomsretten, er operationel leasing. Ydelser i forbindelse med operationel leasing og Ã¸vrige lejekontrakter indregnes i resultatopgÃ¸relsen over kontraktens lÃ¸betid. Virksomhedens samlede forpligtelser vedrÃ¸rende operationelle leasing og lejekontrakter oplyses under eventualposter.",Likvider omfatter likvide beholdninger.,"Vareforbrug omfatter kostprisen pÃ¥ de varer, som er medgÃ¥et til at opnÃ¥ Ã¥rets nettoomsÃ¦tning.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Posterne omfatter renteindtÃ¦gter og -omkostninger, herunder fra tilknyttede og associerede virksomheder, realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende andre vÃ¦rdipapirer og kapitalandele, transaktioner i fremmed valuta, amortisering af finansielle aktiver og forpligtelser.","I resultatopgÃ¸relsen er nettoomsÃ¦tning, vareforbrug og eksterne omkostninger med henvisning til Ã¥rsregnskabslovens Â§ 32 sammendraget til Ã©n regnskabspost benÃ¦vnt bruttofortjeneste/bruttotab.",Efter den indre vÃ¦rdis metode indregnes en forholdsmÃ¦ssig andel af resultat efter skat i de underliggende virksomheder i resultatopgÃ¸relsen. Resultatandele efter skat i dattervirksomheder prÃ¦senteres i resultatopgÃ¸relsen som sÃ¦rskilte linjer. For kapitalandele i dattervirksomheder foretages fuld eliminering af koncerninterne avancer/tab.,Deposita mÃ¥les til kostpris.,"Selskabets vÃ¦sentligste aktiviteter er at udÃ¸ve virksomhed med udvikling, produktion, salg og service af smartphone lÃ¥sesystemer samt aktiviteter i tilknytning hertil.",Der er ikke efter regnskabsÃ¥rets afslutning indtruffet begivenheder af vÃ¦sentlig betydning for selskabets finansielle stilling.,"Til sikkerhed for selskabets gÃ¦ld over for banker, kreditorer og Ã¸vrige leverandÃ¸rer er stillet pant eller anden sikkerhed i virksomhedens aktiver for en vÃ¦rdi af 10.000 t.kr. Den samlede regnskabsmÃ¦ssige vÃ¦rdi af aktiverne, hvori der er stillet sikkerhed eller pant, udgÃ¸r 6.234 t.kr.",Lejeforpligtelser omfatter huslejeforpligtelse med i alt 130 tkr. med opsigelsesperiode pÃ¥ 6 mÃ¥neder. Endvidere omfattes forpligtelser i operationelle leasingkontrakter pÃ¥ biler pÃ¥ i alt 342 t.kr. med en resterende kontraktperiode pÃ¥ 29 mÃ¥neder.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Danalock ApS for regnskabsÃ¥ret 1. januar - 31. december 2018.,Af de langfristede gÃ¦ldsforpligtelser forfalder 0 kr. senere end 5 Ã¥r fra balancedagen. LÃ¥net er ydet af en af anpartshaverne.,Ãrsrapporten for Danalock ApS for 2018 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Overgaard,Danalock ApS,Ernst & Young Godkendt Revisionspartnerselskab,Harlev J,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,Horsens,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c106,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horsens,Holmboes AllÃ©,statsaut. revisor,mne16625,Peter Klindt Eilertsen,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,
33080603,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,-10933933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c33,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henning Overgaard,formand,,,,
33080603,2018-01-01,2018-12-31,c352,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,-10933933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c394,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,15071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c397,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,22016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080603,2018-01-01,2018-12-31,c400,,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2FjLzg2L2Q0LzcyMGEtNDBkNS05YmFmLTE1MjViZDIzZGUyYQ.pdf,http://regnskaber.virk.dk/30608033/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzIwLzdiL2JhLzA5N2UtNDg1NS1iMmY1LTg3NWRhYzdhYTk1OQ.xml,true,8700.0,12.0,8462.0,2019-06-03,2019-06-03,2010-08-01,2019-06-13,,30700228.0,33080603.0,30700228.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,true,2019-06-03,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27492088,indberetninger-20180424,2.5124327999999996,33080603.0,AWtQe-OyGQc-fA3G3IRt,2019-06-13T10:57:34.639Z,2019-06-13T10:57:03.975Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-73-KL,2019-06-13T10:57:04.498Z,,3478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
