entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfEquity,DisclosureOfMortgagesAndCollaterals,DisclosureOfOtherFinanceExpenses,DisclosureOfRelatedParties,DisclosureOfTaxExpenses,DisclosureOfUncertaintiesRelatingToGoingConcern,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossBeforeFinancialAndExtraordinaryItems,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementByExecutiveAndSupervisoryBoards,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables
26545471,2014-01-01,2014-12-31,duration_only_previous,,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMwL2M0LzcwLzU2NjItNDFmYy05YzQxLWNiNjA3ZDg2ZWY2ZA.pdf,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2Y1L2Q2L2NkLzgzOWQtNDgwOS05NzhjLWRjZmJkODI5MzdjNw.xml,false,Danmark,DK,KÃ¸benhavn V,1559.0,"28, st. tv.",Christians Brygge,1559 KÃ¸benhavn V,"Christians Brygge 28, st. tv.",0.0,Regnskabsklasse B,"<p><span style="""">Betingelsen for fravalg af revision er i henhold til Ã¥rsregnskabsloven opfyldt.</span></p>",2016-07-04,2016-07-04,2016-07-04,"<p><span style="""">Ingen.</span></p>","<p><span style="""">Ãrets resultat udviser et underskud pÃ¥ kr. -367 mod et underskud pÃ¥ kr. -4.835 i 2014.</span></p><p><br /><span style="""">Direktionen vurderer selskabets fremtidsudsigter som vÃ¦rende tilfredsstillende. </span></p>","<p><span style="""">Omkostninger og renter er periodiseret og resultatfÃ¸rt, sÃ¥ledes at de dÃ¦kker perioden frem til regnskabsÃ¥rets udlÃ¸b.</span></p>","<p><span style="""">Tilgodehavender mÃ¥les og indregnes pÃ¥ grundlag af en individuel vurdering af de enkelte tilgodehavender. </span></p>","<p><span style="""">Skat af Ã¥rets resultat omfatter aktuel skat og udskudt skat.</span></p>","<p><span style="""">Selskabets aktivitet bestÃ¥r i at vÃ¦re komplementar i K/S Stevenage. Selskabet ejer ikke anparter og har ikke andel i kommanditselskabets indkomst, formue eller likvidationsprovenu.</span></p>","<p><span style="""">Der er fra balancedagen og frem ikke indtrÃ¥dt forhold, som forrykker vurderingen af Ã¥rsregnskabet. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style=""font-weight: bold;"">Anpartskapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Ingen anparter har sÃ¦rlige rettigheder</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">OverfÃ¸rt overskud </span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Reserver 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(129.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(129.798)</span></td></tr></body></table><table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">2015</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Egenkapital 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(4.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(4.798)</span></td></tr></body></table>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelser i K/S Stevenage.</span><br /><span style="""">Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S'et kr. -11.472.134. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">RentetillÃ¦g, SKAT</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">367</span></td><td></td><td><span style="""">404</span></td></tr></body></table>","<p><span style="""">Der har ikke vÃ¦ret ansat personale i 2015.</span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">Aktuel skat, 23,50%</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">0</span></td><td></td><td><span style="""">4.431</span></td></tr></body></table><p><span style="""">Betalt skat i 2015 udgÃ¸r kr. 4.431.</span></p>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelse i K/S Stevenage. Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S Stevenage kr. -11.472.134. K/S Stevenage forventes afviklet i lÃ¸bet af de kommende Ã¥r.</span></p><p><br /><span style="""">Som konsekvens af ovenstÃ¥ende forventer ledelsen, at selskabets aktiviteter ligeledes vil blive afviklet i lÃ¸bet af de kommende Ã¥r. PÃ¥ baggrund heraf er sÃ¥vel aktiver som gÃ¦ldsforpligtelser optaget til realisationsvÃ¦rdier. Ledelsen vurderer ikke, at afviklingen af selskabet vil vÃ¦re forbundet med vÃ¦sentlige omkostninger, hvorfor der ikke er taget hensyn hertil i Ã¥rsregnskabet.</span></p>",26545471.0,32570275.0,"<p><span style="""">Ãrsregnskabet er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for regnskabsklasse B.</span></p><p><br /><span style="""">Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.</span></p>",Ãrsrapport,Antony Ashton,SÃ¸ren StÃ¸vring,Stevenage Komplementar ApS,Housing Group A/S,KÃ¸benhavn,2014-01-01,2014-12-31,-4835.0,0.0,2015-12-31,2015-01-01,404.0,false,false,"<p><span style="""">Direktionen har dags dato aflagt Ã¥rsregnskab for regnskabsÃ¥ret 1. januar - 31. december 2015 for Stevenage Komplementar ApS.</span></p><p><br /><span style="""">Ãrsregnskabet aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven. </span></p><p><br /><span style="""">Det er direktionens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultatet. Samtidig er det direktionens opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.</span></p><p><br /><span style="""">Ãrsregnskabet indstilles til generalforsamlingens godkendelse.</span></p>","<p><span style="""">Direktionen har besluttet, at Ã¥rsregnskabet ikke skal revideres. </span></p>",4431.0,false,Ingen bistand,urn:ofk:oid:22837449,indberetninger-20180424,2.509569,26545471.0,,2018-03-28T16:30:12.254Z,2016-07-12T12:35:00.850Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-42-QR,2016-07-12T12:35:00.998Z,,,,,,,,,
26545471,2014-12-31,2014-12-31,instant_only_previous,,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMwL2M0LzcwLzU2NjItNDFmYy05YzQxLWNiNjA3ZDg2ZWY2ZA.pdf,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2Y1L2Q2L2NkLzgzOWQtNDgwOS05NzhjLWRjZmJkODI5MzdjNw.xml,false,Danmark,DK,KÃ¸benhavn V,1559.0,"28, st. tv.",Christians Brygge,1559 KÃ¸benhavn V,"Christians Brygge 28, st. tv.",,Regnskabsklasse B,"<p><span style="""">Betingelsen for fravalg af revision er i henhold til Ã¥rsregnskabsloven opfyldt.</span></p>",2016-07-04,2016-07-04,2016-07-04,"<p><span style="""">Ingen.</span></p>","<p><span style="""">Ãrets resultat udviser et underskud pÃ¥ kr. -367 mod et underskud pÃ¥ kr. -4.835 i 2014.</span></p><p><br /><span style="""">Direktionen vurderer selskabets fremtidsudsigter som vÃ¦rende tilfredsstillende. </span></p>","<p><span style="""">Omkostninger og renter er periodiseret og resultatfÃ¸rt, sÃ¥ledes at de dÃ¦kker perioden frem til regnskabsÃ¥rets udlÃ¸b.</span></p>","<p><span style="""">Tilgodehavender mÃ¥les og indregnes pÃ¥ grundlag af en individuel vurdering af de enkelte tilgodehavender. </span></p>","<p><span style="""">Skat af Ã¥rets resultat omfatter aktuel skat og udskudt skat.</span></p>","<p><span style="""">Selskabets aktivitet bestÃ¥r i at vÃ¦re komplementar i K/S Stevenage. Selskabet ejer ikke anparter og har ikke andel i kommanditselskabets indkomst, formue eller likvidationsprovenu.</span></p>","<p><span style="""">Der er fra balancedagen og frem ikke indtrÃ¥dt forhold, som forrykker vurderingen af Ã¥rsregnskabet. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style=""font-weight: bold;"">Anpartskapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Ingen anparter har sÃ¦rlige rettigheder</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">OverfÃ¸rt overskud </span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Reserver 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(129.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(129.798)</span></td></tr></body></table><table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">2015</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Egenkapital 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(4.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(4.798)</span></td></tr></body></table>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelser i K/S Stevenage.</span><br /><span style="""">Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S'et kr. -11.472.134. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">RentetillÃ¦g, SKAT</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">367</span></td><td></td><td><span style="""">404</span></td></tr></body></table>","<p><span style="""">Der har ikke vÃ¦ret ansat personale i 2015.</span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">Aktuel skat, 23,50%</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">0</span></td><td></td><td><span style="""">4.431</span></td></tr></body></table><p><span style="""">Betalt skat i 2015 udgÃ¸r kr. 4.431.</span></p>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelse i K/S Stevenage. Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S Stevenage kr. -11.472.134. K/S Stevenage forventes afviklet i lÃ¸bet af de kommende Ã¥r.</span></p><p><br /><span style="""">Som konsekvens af ovenstÃ¥ende forventer ledelsen, at selskabets aktiviteter ligeledes vil blive afviklet i lÃ¸bet af de kommende Ã¥r. PÃ¥ baggrund heraf er sÃ¥vel aktiver som gÃ¦ldsforpligtelser optaget til realisationsvÃ¦rdier. Ledelsen vurderer ikke, at afviklingen af selskabet vil vÃ¦re forbundet med vÃ¦sentlige omkostninger, hvorfor der ikke er taget hensyn hertil i Ã¥rsregnskabet.</span></p>",26545471.0,32570275.0,"<p><span style="""">Ãrsregnskabet er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for regnskabsklasse B.</span></p><p><br /><span style="""">Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.</span></p>",Ãrsrapport,Antony Ashton,SÃ¸ren StÃ¸vring,Stevenage Komplementar ApS,Housing Group A/S,KÃ¸benhavn,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,,false,false,"<p><span style="""">Direktionen har dags dato aflagt Ã¥rsregnskab for regnskabsÃ¥ret 1. januar - 31. december 2015 for Stevenage Komplementar ApS.</span></p><p><br /><span style="""">Ãrsregnskabet aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven. </span></p><p><br /><span style="""">Det er direktionens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultatet. Samtidig er det direktionens opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.</span></p><p><br /><span style="""">Ãrsregnskabet indstilles til generalforsamlingens godkendelse.</span></p>","<p><span style="""">Direktionen har besluttet, at Ã¥rsregnskabet ikke skal revideres. </span></p>",,false,Ingen bistand,urn:ofk:oid:22837449,indberetninger-20180424,2.509569,26545471.0,,2018-03-28T16:30:12.254Z,2016-07-12T12:35:00.850Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-42-QR,2016-07-12T12:35:00.998Z,0.0,125000.0,-4431.0,0.0,4431.0,0.0,-129431.0,4431.0,4431.0
26545471,2015-01-01,2015-12-31,duration_IdentificationOfMemberOfExecutiveBoardDimension_memberOfBoardIdentifier_only_1,,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMwL2M0LzcwLzU2NjItNDFmYy05YzQxLWNiNjA3ZDg2ZWY2ZA.pdf,http://regnskaber.virk.dk/17454562/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2Y1L2Q2L2NkLzgzOWQtNDgwOS05NzhjLWRjZmJkODI5MzdjNw.xml,false,Danmark,DK,KÃ¸benhavn V,1559.0,"28, st. tv.",Christians Brygge,1559 KÃ¸benhavn V,"Christians Brygge 28, st. tv.",,Regnskabsklasse B,"<p><span style="""">Betingelsen for fravalg af revision er i henhold til Ã¥rsregnskabsloven opfyldt.</span></p>",2016-07-04,2016-07-04,2016-07-04,"<p><span style="""">Ingen.</span></p>","<p><span style="""">Ãrets resultat udviser et underskud pÃ¥ kr. -367 mod et underskud pÃ¥ kr. -4.835 i 2014.</span></p><p><br /><span style="""">Direktionen vurderer selskabets fremtidsudsigter som vÃ¦rende tilfredsstillende. </span></p>","<p><span style="""">Omkostninger og renter er periodiseret og resultatfÃ¸rt, sÃ¥ledes at de dÃ¦kker perioden frem til regnskabsÃ¥rets udlÃ¸b.</span></p>","<p><span style="""">Tilgodehavender mÃ¥les og indregnes pÃ¥ grundlag af en individuel vurdering af de enkelte tilgodehavender. </span></p>","<p><span style="""">Skat af Ã¥rets resultat omfatter aktuel skat og udskudt skat.</span></p>","<p><span style="""">Selskabets aktivitet bestÃ¥r i at vÃ¦re komplementar i K/S Stevenage. Selskabet ejer ikke anparter og har ikke andel i kommanditselskabets indkomst, formue eller likvidationsprovenu.</span></p>","<p><span style="""">Der er fra balancedagen og frem ikke indtrÃ¥dt forhold, som forrykker vurderingen af Ã¥rsregnskabet. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style=""font-weight: bold;"">Anpartskapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Ingen anparter har sÃ¦rlige rettigheder</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">OverfÃ¸rt overskud </span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Reserver 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(129.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Reserver 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(129.798)</span></td></tr></body></table><table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">2015</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">kr.</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style="""">Egenkapital 01.01.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(4.431)</span></td></tr><tr><td><span style="""">Ãrets resultat</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">(367)</span></td></tr><tr><td><span style=""font-weight: bold;"">Egenkapital 31.12.2015</span></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td><span style=""font-weight: bold;"">(4.798)</span></td></tr></body></table>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelser i K/S Stevenage.</span><br /><span style="""">Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S'et kr. -11.472.134. </span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">RentetillÃ¦g, SKAT</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">367</span></td><td></td><td><span style="""">404</span></td></tr></body></table>","<p><span style="""">Der har ikke vÃ¦ret ansat personale i 2015.</span></p>","<table class=""richtext-table""><thead><tr><th style=""width:6px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,140625px""><th style=""width:9,5703125px""><th style=""width:9,140625px""><th style=""width:16,140625px""><th style=""width:9,140625px""><th style=""width:16,140625px""></tr></thead><body><tr><td><span style="""">Aktuel skat, 23,50%</span></td><td></td><td></td><td></td><td></td><td></td><td><span style="""">0</span></td><td></td><td><span style="""">4.431</span></td></tr></body></table><p><span style="""">Betalt skat i 2015 udgÃ¸r kr. 4.431.</span></p>","<p><span style="""">Selskabet hÃ¦fter som komplementar ubegrÃ¦nset for alle forpligtelse i K/S Stevenage. Pr. 31.12.2015 udgÃ¸r egenkapitalen i K/S Stevenage kr. -11.472.134. K/S Stevenage forventes afviklet i lÃ¸bet af de kommende Ã¥r.</span></p><p><br /><span style="""">Som konsekvens af ovenstÃ¥ende forventer ledelsen, at selskabets aktiviteter ligeledes vil blive afviklet i lÃ¸bet af de kommende Ã¥r. PÃ¥ baggrund heraf er sÃ¥vel aktiver som gÃ¦ldsforpligtelser optaget til realisationsvÃ¦rdier. Ledelsen vurderer ikke, at afviklingen af selskabet vil vÃ¦re forbundet med vÃ¦sentlige omkostninger, hvorfor der ikke er taget hensyn hertil i Ã¥rsregnskabet.</span></p>",26545471.0,32570275.0,"<p><span style="""">Ãrsregnskabet er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for regnskabsklasse B.</span></p><p><br /><span style="""">Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.</span></p>",Ãrsrapport,Antony Ashton,SÃ¸ren StÃ¸vring,Stevenage Komplementar ApS,Housing Group A/S,KÃ¸benhavn,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,,false,false,"<p><span style="""">Direktionen har dags dato aflagt Ã¥rsregnskab for regnskabsÃ¥ret 1. januar - 31. december 2015 for Stevenage Komplementar ApS.</span></p><p><br /><span style="""">Ãrsregnskabet aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven. </span></p><p><br /><span style="""">Det er direktionens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultatet. Samtidig er det direktionens opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.</span></p><p><br /><span style="""">Ãrsregnskabet indstilles til generalforsamlingens godkendelse.</span></p>","<p><span style="""">Direktionen har besluttet, at Ã¥rsregnskabet ikke skal revideres. </span></p>",,false,Ingen bistand,urn:ofk:oid:22837449,indberetninger-20180424,2.509569,26545471.0,,2018-03-28T16:30:12.254Z,2016-07-12T12:35:00.850Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-42-QR,2016-07-12T12:35:00.998Z,,,,,,,,,
