entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfDepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfEmployeeBenefitsExpense,DisclosureOfEquity,DisclosureOfMortgagesAndCollaterals,DisclosureOfOwnership,DisclosureOfPropertyPlantAndEquipment,DisclosureOfTaxExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30708253,2014-01-01,2014-12-31,duration_ResultDistributionDimension_ProposedDividendRecognisedInEquityMember_only_previous,,http://regnskaber.virk.dk/35280703/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2VkLzQ5L2Q4LzU5ODMtNDM1ZC1iY2YyLTAxNDczNDMwMmExNA.pdf,http://regnskaber.virk.dk/35280703/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VmLzAxLzdjL2JjZGMtNGIxMS04NWIyLTBiZjEwY2M1Mzc4ZA.xml,Danamark,DK,Odense SV,5250.0,3a,ElmegÃ¥rdsvej,Danmark,DK,Odense S,5260.0,18.0,Egelundsvej,5250  Odense SV,ElmegÃ¥rdsvej 3a,"<p><span style=""font-weight: 700;"">Til den daglige ledelse i Ecreo ApS</span></p>",Regnskabsklasse B,2016-05-24,2016-05-31,2016-05-31,Registreret revisor,"<p><span style=""font-weight: 400;"">Selskabets hovedaktivitet bestÃ¥r i salg af IT-ydelser samt ydelser mv. i tilknytning hertil.</span></p>","<p><span style=""font-weight: 400;"">Der er fra balancedagen og frem til i dag ikke indtruffet hÃ¦ndelser, som vÃ¦sentligt vil kunne pÃ¥virke egenkapitalen.</span></p>","<p><span style=""font-weight: 700;"">Af- og nedskrivninger af materielle og immaterielle anlÃ¦gsaktiver</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Andre anlÃ¦g, driftsmateriel og inventar</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-6.986</span></td><td></td><td><span style=""font-weight: 400;"">-7.979</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-6.986</span></td><td></td><td><span style=""font-weight: 700;"">-7.979</span></td></tr></table>","<p><span style=""font-weight: 700;"">Personaleomkostninger</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">LÃ¸n og gager</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-3.503.552</span></td><td></td><td><span style=""font-weight: 400;"">-3.077.102</span></td></tr><tr><td><span style=""font-weight: 400;"">Pensionsbidrag</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-436.319</span></td><td></td><td><span style=""font-weight: 400;"">-342.309</span></td></tr><tr><td><span style=""font-weight: 400;"">Andre omkostninger til social sikring</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-98.813</span></td><td></td><td><span style=""font-weight: 400;"">-104.369</span></td></tr><tr><td><span style=""font-weight: 400;"">Refusioner</span></td><td></td><td></td><td><span style=""font-weight: 400;"">24.415</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-4.014.270</span></td><td></td><td><span style=""font-weight: 700;"">-3.523.780</span></td></tr></table><p><span style=""font-weight: 400;"">Selskabet har i det forlÃ¸bne Ã¥r beskÃ¦ftiget 10 personer.</span></p>","<p><span style=""font-weight: 700;"">Egenkapital </span></p><p><br /><span style=""font-weight: 700;"">Virksomhedskapital</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">125.000</span></td><td></td><td><span style=""font-weight: 400;"">125.000</span></td></tr><tr><td><span style=""font-weight: 400;"">BevÃ¦gelser i Ã¥ret</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">125.000</span></td><td></td><td><span style=""font-weight: 700;"">125.000</span></td></tr></table><p><span style=""font-weight: 700;"">Reserve for opskrivning</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">62.681</span></td><td></td><td><span style=""font-weight: 400;"">62.681</span></td></tr><tr><td><span style=""font-weight: 400;"">BevÃ¦gelser i Ã¥ret</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">62.681</span></td><td></td><td><span style=""font-weight: 700;"">62.681</span></td></tr></table><p><span style=""font-weight: 700;"">OverfÃ¸rt resultat</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">568.222</span></td><td></td><td><span style=""font-weight: 400;"">585.972</span></td></tr><tr><td><span style=""font-weight: 400;"">OverfÃ¸rt resultat indevÃ¦rende Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">85.334</span></td><td></td><td><span style=""font-weight: 400;"">-17.750</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">653.556</span></td><td></td><td><span style=""font-weight: 700;"">568.222</span></td></tr></table><p><span style=""font-weight: 700;"">ForeslÃ¥et udbytte</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td></tr><tr><td><span style=""font-weight: 400;"">Udloddet ordinÃ¦rt udbytte</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-100.000</span></td><td></td><td><span style=""font-weight: 400;"">-100.000</span></td></tr><tr><td><span style=""font-weight: 400;"">ForeslÃ¥et udbytte indevÃ¦rende Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">100.000</span></td><td></td><td><span style=""font-weight: 700;"">100.000</span></td></tr></table><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 700;"">I alt egenkapital</span></td><td></td><td></td><td><span style=""font-weight: 700;"">941.237</span></td><td></td><td><span style=""font-weight: 700;"">855.903</span></td></tr></table>","<p><span style=""font-weight: 700;"">Oplysning om sikkerhedstillelser og aktiver pantsat som sikkerhed</span></p><p><br /><span style=""font-weight: 400;"">Selskabet har givet fordringspant kr. 500.000 til fordel for Danske Bank A/S.</span></p>","<p><span style=""font-weight: 700;"">Oplysning om ejerskab </span></p><p><br /><span style=""font-weight: 400;"">Selskabet har registreret fÃ¸lgende anpartshavere med mere end 5% af selskabskapitalens stemmerettigheder eller pÃ¥lydende vÃ¦rdi:</span></p><p><br /><span style=""font-weight: 400;"">100% Wist Holding ApS, cvr. nr. 30 70 82 29, PaaskelÃ¸kkevej 39, 5000 Odense C</span></p>","<p><span style=""font-weight: 700;"">Materielle anlÃ¦gsaktiver </span></p><p><br /><span style=""font-weight: 700;"">Andre anlÃ¦g, driftsmateriel og inventar</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Kostprimo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">31.915</span></td><td></td><td><span style=""font-weight: 400;"">15.500</span></td></tr><tr><td><span style=""font-weight: 400;"">Tilgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">12.854</span></td><td></td><td><span style=""font-weight: 400;"">16.415</span></td></tr><tr><td><span style=""font-weight: 400;"">Afgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td><span style=""font-weight: 700;"">Kostpris ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">44.769</span></td><td></td><td><span style=""font-weight: 700;"">31.915</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style=""font-weight: 400;"">Af- og nedskrivninger primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">18.329</span></td><td></td><td><span style=""font-weight: 400;"">10.350</span></td></tr><tr><td><span style=""font-weight: 400;"">Ãrets afskrivning</span></td><td></td><td></td><td><span style=""font-weight: 400;"">6.985</span></td><td></td><td><span style=""font-weight: 400;"">7.979</span></td></tr><tr><td><span style=""font-weight: 400;"">TilbagefÃ¸rsel ved afgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td><span style=""font-weight: 700;"">Af- og nedskrivning ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">25.314</span></td><td></td><td><span style=""font-weight: 700;"">18.329</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style=""font-weight: 700;"">RegnskabsmÃ¦ssig vÃ¦rdi ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">19.455</span></td><td></td><td><span style=""font-weight: 700;"">13.586</span></td></tr></table>","<p><span style=""font-weight: 700;"">Skat af Ã¥rets resultat</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Aktuel skat</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-59.472</span></td><td></td><td><span style=""font-weight: 400;"">-30.693</span></td></tr><tr><td><span style=""font-weight: 400;"">Regulering vedrÃ¸rende tidligere Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-1.025</span></td><td></td><td><span style=""font-weight: 400;"">-16</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-60.497</span></td><td></td><td><span style=""font-weight: 700;"">-30.709</span></td></tr></table>",41992719.0,30708253.0,41992719.0,Ãrsrapport,Erik Holm,Anders Wind,"Revifyn ApS, registrerede revisorer",Ecreo ApS,"Revifyn ApS, registrerede revisorer",Odense,2014-01-01,2014-12-31,100000.0,Odense Kommune,2015-12-31,2015-01-01,false,false,2016-05-25,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22649689,indberetninger-20180424,2.5118406,30708253.0,,2018-03-29T03:35:50.888Z,2016-06-09T09:27:54.438Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-83-HP,2016-06-09T09:27:55.349Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708253,2014-01-01,2014-12-31,duration_ResultDistributionDimension_RetainedEarningsMember_only_previous,,http://regnskaber.virk.dk/35280703/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2VkLzQ5L2Q4LzU5ODMtNDM1ZC1iY2YyLTAxNDczNDMwMmExNA.pdf,http://regnskaber.virk.dk/35280703/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VmLzAxLzdjL2JjZGMtNGIxMS04NWIyLTBiZjEwY2M1Mzc4ZA.xml,Danamark,DK,Odense SV,5250.0,3a,ElmegÃ¥rdsvej,Danmark,DK,Odense S,5260.0,18.0,Egelundsvej,5250  Odense SV,ElmegÃ¥rdsvej 3a,"<p><span style=""font-weight: 700;"">Til den daglige ledelse i Ecreo ApS</span></p>",Regnskabsklasse B,2016-05-24,2016-05-31,2016-05-31,Registreret revisor,"<p><span style=""font-weight: 400;"">Selskabets hovedaktivitet bestÃ¥r i salg af IT-ydelser samt ydelser mv. i tilknytning hertil.</span></p>","<p><span style=""font-weight: 400;"">Der er fra balancedagen og frem til i dag ikke indtruffet hÃ¦ndelser, som vÃ¦sentligt vil kunne pÃ¥virke egenkapitalen.</span></p>","<p><span style=""font-weight: 700;"">Af- og nedskrivninger af materielle og immaterielle anlÃ¦gsaktiver</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Andre anlÃ¦g, driftsmateriel og inventar</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-6.986</span></td><td></td><td><span style=""font-weight: 400;"">-7.979</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-6.986</span></td><td></td><td><span style=""font-weight: 700;"">-7.979</span></td></tr></table>","<p><span style=""font-weight: 700;"">Personaleomkostninger</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">LÃ¸n og gager</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-3.503.552</span></td><td></td><td><span style=""font-weight: 400;"">-3.077.102</span></td></tr><tr><td><span style=""font-weight: 400;"">Pensionsbidrag</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-436.319</span></td><td></td><td><span style=""font-weight: 400;"">-342.309</span></td></tr><tr><td><span style=""font-weight: 400;"">Andre omkostninger til social sikring</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-98.813</span></td><td></td><td><span style=""font-weight: 400;"">-104.369</span></td></tr><tr><td><span style=""font-weight: 400;"">Refusioner</span></td><td></td><td></td><td><span style=""font-weight: 400;"">24.415</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-4.014.270</span></td><td></td><td><span style=""font-weight: 700;"">-3.523.780</span></td></tr></table><p><span style=""font-weight: 400;"">Selskabet har i det forlÃ¸bne Ã¥r beskÃ¦ftiget 10 personer.</span></p>","<p><span style=""font-weight: 700;"">Egenkapital </span></p><p><br /><span style=""font-weight: 700;"">Virksomhedskapital</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">125.000</span></td><td></td><td><span style=""font-weight: 400;"">125.000</span></td></tr><tr><td><span style=""font-weight: 400;"">BevÃ¦gelser i Ã¥ret</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">125.000</span></td><td></td><td><span style=""font-weight: 700;"">125.000</span></td></tr></table><p><span style=""font-weight: 700;"">Reserve for opskrivning</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">62.681</span></td><td></td><td><span style=""font-weight: 400;"">62.681</span></td></tr><tr><td><span style=""font-weight: 400;"">BevÃ¦gelser i Ã¥ret</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">62.681</span></td><td></td><td><span style=""font-weight: 700;"">62.681</span></td></tr></table><p><span style=""font-weight: 700;"">OverfÃ¸rt resultat</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">568.222</span></td><td></td><td><span style=""font-weight: 400;"">585.972</span></td></tr><tr><td><span style=""font-weight: 400;"">OverfÃ¸rt resultat indevÃ¦rende Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">85.334</span></td><td></td><td><span style=""font-weight: 400;"">-17.750</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">653.556</span></td><td></td><td><span style=""font-weight: 700;"">568.222</span></td></tr></table><p><span style=""font-weight: 700;"">ForeslÃ¥et udbytte</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Saldo primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td></tr><tr><td><span style=""font-weight: 400;"">Udloddet ordinÃ¦rt udbytte</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-100.000</span></td><td></td><td><span style=""font-weight: 400;"">-100.000</span></td></tr><tr><td><span style=""font-weight: 400;"">ForeslÃ¥et udbytte indevÃ¦rende Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td><td></td><td><span style=""font-weight: 400;"">100.000</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">100.000</span></td><td></td><td><span style=""font-weight: 700;"">100.000</span></td></tr></table><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 700;"">I alt egenkapital</span></td><td></td><td></td><td><span style=""font-weight: 700;"">941.237</span></td><td></td><td><span style=""font-weight: 700;"">855.903</span></td></tr></table>","<p><span style=""font-weight: 700;"">Oplysning om sikkerhedstillelser og aktiver pantsat som sikkerhed</span></p><p><br /><span style=""font-weight: 400;"">Selskabet har givet fordringspant kr. 500.000 til fordel for Danske Bank A/S.</span></p>","<p><span style=""font-weight: 700;"">Oplysning om ejerskab </span></p><p><br /><span style=""font-weight: 400;"">Selskabet har registreret fÃ¸lgende anpartshavere med mere end 5% af selskabskapitalens stemmerettigheder eller pÃ¥lydende vÃ¦rdi:</span></p><p><br /><span style=""font-weight: 400;"">100% Wist Holding ApS, cvr. nr. 30 70 82 29, PaaskelÃ¸kkevej 39, 5000 Odense C</span></p>","<p><span style=""font-weight: 700;"">Materielle anlÃ¦gsaktiver </span></p><p><br /><span style=""font-weight: 700;"">Andre anlÃ¦g, driftsmateriel og inventar</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Kostprimo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">31.915</span></td><td></td><td><span style=""font-weight: 400;"">15.500</span></td></tr><tr><td><span style=""font-weight: 400;"">Tilgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">12.854</span></td><td></td><td><span style=""font-weight: 400;"">16.415</span></td></tr><tr><td><span style=""font-weight: 400;"">Afgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td><span style=""font-weight: 700;"">Kostpris ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">44.769</span></td><td></td><td><span style=""font-weight: 700;"">31.915</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style=""font-weight: 400;"">Af- og nedskrivninger primo</span></td><td></td><td></td><td><span style=""font-weight: 400;"">18.329</span></td><td></td><td><span style=""font-weight: 400;"">10.350</span></td></tr><tr><td><span style=""font-weight: 400;"">Ãrets afskrivning</span></td><td></td><td></td><td><span style=""font-weight: 400;"">6.985</span></td><td></td><td><span style=""font-weight: 400;"">7.979</span></td></tr><tr><td><span style=""font-weight: 400;"">TilbagefÃ¸rsel ved afgang</span></td><td></td><td></td><td><span style=""font-weight: 400;"">0</span></td><td></td><td><span style=""font-weight: 400;"">0</span></td></tr><tr><td><span style=""font-weight: 700;"">Af- og nedskrivning ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">25.314</span></td><td></td><td><span style=""font-weight: 700;"">18.329</span></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td><span style=""font-weight: 700;"">RegnskabsmÃ¦ssig vÃ¦rdi ultimo</span></td><td></td><td></td><td><span style=""font-weight: 700;"">19.455</span></td><td></td><td><span style=""font-weight: 700;"">13.586</span></td></tr></table>","<p><span style=""font-weight: 700;"">Skat af Ã¥rets resultat</span></p><table class=""richtext-table""><thead><tr><th><th><th><th><th><th></tr></thead><body><tr><td><span style=""font-weight: 400;"">Aktuel skat</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-59.472</span></td><td></td><td><span style=""font-weight: 400;"">-30.693</span></td></tr><tr><td><span style=""font-weight: 400;"">Regulering vedrÃ¸rende tidligere Ã¥r</span></td><td></td><td></td><td><span style=""font-weight: 400;"">-1.025</span></td><td></td><td><span style=""font-weight: 400;"">-16</span></td></tr><tr><td></td><td></td><td></td><td><span style=""font-weight: 700;"">-60.497</span></td><td></td><td><span style=""font-weight: 700;"">-30.709</span></td></tr></table>",41992719.0,30708253.0,41992719.0,Ãrsrapport,Erik Holm,Anders Wind,"Revifyn ApS, registrerede revisorer",Ecreo ApS,"Revifyn ApS, registrerede revisorer",Odense,2014-01-01,2014-12-31,-17750.0,Odense Kommune,2015-12-31,2015-01-01,false,false,2016-05-25,Odense,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22649689,indberetninger-20180424,2.5118406,30708253.0,,2018-03-29T03:35:50.888Z,2016-06-09T09:27:54.438Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-83-HP,2016-06-09T09:27:55.349Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
