entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SocialSecurityContributions,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradeReceivables
32442773,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,23965.0,265452.0,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,29242.0,9125.0,14788.0,11317.0,Kolding,2017-01-01,2017-12-31,12426.0,12426.0,6763.0,2018-12-31,2018-01-01,6327.0,0.0,22666822.0,true,true,true,true,false,Ingen bistand,187838.0,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,,,,,,,,,,,,,,,,,,,,
32442773,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,,,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,,,,,Kolding,2017-01-01,2017-12-31,12426.0,,,2018-12-31,2018-01-01,,,22666822.0,true,true,true,true,false,Ingen bistand,,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,,,,,,,,,,,,,,,,,,,,
32442773,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,,,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,,,,,Kolding,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,22666822.0,true,true,true,true,false,Ingen bistand,,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,188401.0,27088.0,150000.0,93678.0,71892.0,94723.0,188401.0,116509.0,56085.0,56085.0,94723.0,35985.0,6181.0,94723.0,-78108.0,21097.0,60424.0,3342.0,66590.0,60409.0
32442773,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,0.0,394254.0,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,817.0,1945.0,0.0,17541.0,Kolding,2017-01-01,2017-12-31,84331.0,98534.0,100479.0,2018-12-31,2018-01-01,3166.0,14203.0,22666822.0,true,true,true,true,false,Ingen bistand,272251.0,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,,,,,,,,,,,,,,,,,,,,
32442773,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,,,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,,,,,Kolding,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,22666822.0,true,true,true,true,false,Ingen bistand,,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,,,,,,,,,,,,,,,,,,,,
32442773,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,,,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,,,,,Kolding,2017-01-01,2017-12-31,84331.0,,,2018-12-31,2018-01-01,,,22666822.0,true,true,true,true,false,Ingen bistand,,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,,,,,,,,,,,,,,,,,,,,
32442773,2018-12-31,2018-12-31,c5,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzNjLzkyL2RmL2NlYzYtNGU5ZC1hMDRlLTc4MGY1OTI1MjY3MA.xhtml,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBhLzVkLzk3LzFlMjctNDhjZi04YjQ1LTQ2ZjkwYjk2NTllZQ.pdf,http://regnskaber.virk.dk/37724423/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzMxLzliLzI3LzRhYTQtNDVhOS04NTA0LWNlOTkwMzlmYzIzZQ.xml,true,Kolding,6000.0,12.0,FarÃ¸vej,1620 KÃ¸benhavn,Vesterbrogade 1C,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-26,2019-04-26,,,32442773.0,Ãrsrapport,Charlie Tarillon Ãrebro Thielsen,Charlie Tarillon Ãrebro Thielsen,Cargoshift ApS,Meneto Software ApS,,,,,Kolding,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,22666822.0,true,true,true,true,false,Ingen bistand,,urn:ofk:oid:27039550,indberetninger-20180424,2.5949414,32442773.0,AWpn7NfoRYGX6_YTHNK3,2019-04-29T07:09:26.034Z,2019-04-29T07:08:55.726Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-37-HN,2019-04-29T07:08:55.899Z,248148.0,187131.0,150000.0,248148.0,156222.0,0.0,248148.0,91926.0,0.0,0.0,0.0,89684.0,1.0,0.0,6222.0,0.0,91926.0,2242.0,61017.0,61016.0
