entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfDeferredTaxAssetsAndLiabilities,DisclosureOfGainsLossesFromCurrentValueAdjustmentsOfOtherInvestmentAssets,GainsLossesFromCurrentValueAdjustmentsOfOtherInvestmentAssets,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables
33070330,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",222820.0,214416.0,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,8404.0,2888.0,KÃ¸benhavn,2015-01-01,2015-12-31,211528.0,211528.0,214416.0,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,,,,,,,,,,,,,,,,,
33070330,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",,,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,,,KÃ¸benhavn,2015-01-01,2015-12-31,211528.0,,,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,,,,,,,,,,,,,,,,,
33070330,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",,,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,719888.0,114150.0,16347.0,120777.0,6627.0,331866.0,719888.0,388022.0,599111.0,599111.0,599111.0,197271.0,315519.0,388022.0,189126.0,6627.0,1625.0
33070330,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",-77473.0,-95657.0,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,18184.0,3041.0,KÃ¸benhavn,2015-01-01,2015-12-31,-98698.0,-98698.0,-95657.0,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,,,,,,,,,,,,,,,,,
33070330,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",,,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,,,,,,,,,,,,,,,,,
33070330,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",,,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,,,KÃ¸benhavn,2015-01-01,2015-12-31,-98698.0,,,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,,,,,,,,,,,,,,,,,
33070330,2016-12-31,2016-12-31,c5,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzI4Lzg0LzhiLzczLzcwYTctNDUzNS1hOGVlLWRkYmNiMmYzOWZjYw.xhtml,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzc3LzczL2EzLzM3ZDItNGU0MS1iMTIwLTgyZTE1YTY4NzBlYg.pdf,http://regnskaber.virk.dk/03307033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzdmLzVmL2M1Lzk2MDMtNDc3Zi05NDM0LTZmMTA0YTVmNmFlMg.xml,true,KÃ¸benhavn V,1620.0,149.0,Vesterbrogade,1620 KÃ¸benahvn V,Vesterbrogade 149,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser, udover hvad der fÃ¸lger af den ordinÃ¦re drift.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er et investeringsselskab i henhold til dansk selskabsskattelovÂ  Â§ 3, 1, 17, og derfor er der ingen skat eller udskudt skat beregnet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har nedskrevet vÃ¦rdi af en investering i Entourage Energy Inc. med 50% (CAD 53.471) pÃ¥ grund af manglende information fra Entourage til at vurdere vÃ¦rdien.</p>",,,33070330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Neil Smith,Neil Gordon Smith,ABC CAPITAL HOLDINGS LTD ApS,Neil Smith,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r (2017).,false,false,Ingen bistand,urn:ofk:oid:24267780,indberetninger-20180424,2.5949402000000004,33070330.0,,2018-03-29T16:29:24.252Z,2017-06-21T11:59:49.211Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-68-YC,2017-06-21T11:59:49.411Z,631489.0,28521.0,16347.0,35148.0,6627.0,233170.0,631489.0,398319.0,596341.0,596341.0,596341.0,197271.0,216823.0,398319.0,192166.0,6627.0,8882.0
