entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ProvisionsForInvestmentsInGroupEnterprises,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,DividendPaid
29146160,2017-06-01,2018-05-31,c1,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-06-01,2018-05-31,c15,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,0.0,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
29146160,2017-06-01,2018-05-31,c16,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,-270909.0,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-06-01,2018-05-31,c17,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,99071.0,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-06-01,2018-05-31,c2,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-06-01,2018-05-31,c4,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,-290909.0,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-06-01,2018-05-31,c6,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,119071.0,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2018-05-31,2018-05-31,c18,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2018-05-31,2018-05-31,c19,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2018-05-31,2018-05-31,c20,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,1273419.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2018-05-31,2018-05-31,c21,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzUzL2MyL2U4LzkzNWUtNGU5Ni04MDAyLTE4MWJlODRjYjY1NQ.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2EzL2Y5LzkzLzFmOTMtNDkyZC1iMDVhLTE3N2MxM2M0YmJiYQ.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2VkLzA3LzBkL2ZmZTQtNDc4NC05YTJiLWFjODM4YzRjMGFmZg.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-07,2018-11-07,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,mne5318,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,Daugaard,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,2018-11-07,Vejle,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26291284,indberetninger-20180424,2.592641,29146160.0,AWcHW_p25OzuYdPkGKDO,2018-11-12T09:59:03.142Z,2018-11-12T09:58:43.613Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-83-KL,2018-11-12T09:58:43.929Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
