cvr,dates 
32932878,20160101
35833846,20160101,20161208
20053771,20160101
20345799,20160101
31474868,20160101
10465133,20160101
29213399,20160101,20161202
29824266,20160101
29510199,20160101
28978901,20160101
25512294,20160101
25512448,20160101
28711395,20160101
19173607,20160101
10153565,20160101
36086211,20160101
36025298,20160101
32566243,20160101
36073322,20160101,20161205
34080852,20160101
31853370,20160101
29917795,20160101
29918163,20160101
31361737,20160101
37198390,20160101
32075975,20160102
35484957,20160102
34590583,20160102
25019148,20160102
34705763,20160102
29915636,20160102
35053107,20160102
36069546,20160102,20161205
33958765,20160102,20161229
30350421,20160102
36543000,20160102
36074736,20160102
34703477,20160102,20161126
35655697,20160102
36917342,20160102
19831132,20160102
21283649,20160102,20161225
29827621,20160102
28327943,20160102,20160818
32320678,20160102
36700637,20160102
35228276,20160102
35484949,20160102
70902613,20160102
32931545,20160102
32948065,20160102,20161213
35653481,20160102
24218376,20160102
32342876,20160102
29511551,20160102
29511527,20160102
31265460,20160102,20161222
33885806,20160102,20161215
31368227,20160102
35637338,20160102
13951373,20160102,20161205
31265428,20160102,20161222
32840744,20160103
35851577,20160103
11059996,20160103
32781284,20160103
35818499,20160103
31428300,20160103
21391247,20160103
32840760,20160103
35045740,20160103
36560533,20160103
33758065,20160103
35852026,20160103
27440525,20160103,20161215
15813784,20160103,20161130
32059295,20160103
34622957,20160103
36198133,20160103
34479690,20160103,20161215
26377315,20160103
27463363,20160103
35466029,20160103
34904081,20160103
36408693,20160103
33744749,20160103,20161219
35050825,20160103
87813517,20160103
32078451,20160103
31585333,20160103,20161124
34608296,20160103
26862868,20160103
27143792,20160103,20161227
36487143,20160103,20161227
28685211,20160103
26810248,20160103
36026294,20160103
33880030,20160103
21627992,20160103
29180504,20160103
29845654,20160104
15138483,20160104,20161129
26416779,20160104,20161115
48477828,20160104,20161130
28895607,20160104
36501944,20160104,20160226
35656154,20160104
35855319,20160104,20161215
28658125,20160104
34607826,20160104
30495586,20160104
32289630,20160104
28899726,20160104
35808620,20160104
25307208,20160104
17008307,20160104
33874235,20160104,20161103
32308708,20160104,20161215
21486108,20160104
32066267,20160104
32066534,20160104
32945619,20160104
32077919,20160104
31487838,20160104
36713712,20160104,20161103
31057221,20160104,20161223
33764855,20160104,20161120
31167760,20160104
35515402,20160104
31499755,20160104
31055881,20160104
19472507,20160104
33501374,20160104
10288096,20160104
27957595,20160104
10011531,20160104,20161216
31061865,20160104,20161223
29414408,20160104
17495984,20160104,20160216
36089059,20160104
35386068,20160104,20161117
30610407,20160104,20161222
20445831,20160104
26416558,20160104,20161223
28290888,20160104
29219834,20160104
34473161,20160104,20161213
35045201,20160104,20161214
70998211,20160104
35482547,20160104
28968663,20160104
28670915,20160104
31058473,20160104
34904049,20160104
26199263,20160104,20160919
30812867,20160104
36069872,20160104,20161209
35658149,20160104
31060958,20160104,20161223
36444444,20160104,20160216
36405341,20160104
34087547,20160104
33260717,20160104
34710708,20160104
32309135,20160104
27121837,20160104,20161215
35818979,20160104,20161215
32673023,20160104
30729595,20160104
29853193,20160104
24257290,20160104
58846511,20160104,20161215
27449042,20160104
