cvr,dates 
35049029,20170101
35630627,20170101
36021640,20170101,20171209
36915269,20170101
30540735,20170101,20171201
16438790,20170101,20171222
36062649,20170101
26621372,20170101
30806247,20170101
26661595,20170101
19173607,20170101
34205043,20170101
35818499,20170101
87813517,20170101,20171201
28711395,20170101
29824266,20170101
36086211,20170101
26661587,20170101
34455961,20170101
20053771,20170101,20171225
25512448,20170101
27576931,20170101
35230637,20170101,20171221
28107552,20170101
27463363,20170101
27353371,20170101
35050825,20170101
37311901,20170101
30237935,20170101
29914095,20170101,20171222
35839038,20170101
28978901,20170101
32335314,20170101,20171222
30710487,20170101
33948891,20170101,20171218
36482966,20170101
36902280,20170101
36498714,20170101,20171221
32077919,20170101
25512294,20170101
36694033,20170101
36694025,20170101
31624029,20170101
36446447,20170101,20171222
32365345,20170101
36951788,20170101
36079630,20170101
34628564,20170101,20171222
27744192,20170101
29801010,20170101,20171222
28850883,20170101
36712651,20170101
34628211,20170101,20171222
36932511,20170101,20170330
35832378,20170101,20171128
34804699,20170101
33365977,20170101,20171221
36934042,20170101
29513147,20170101
35832424,20170101,20171128
20747692,20170102,20171213
25668375,20170102,20170612
36713089,20170102
31285372,20170102,20171220
33584237,20170102
37511234,20170102
36439831,20170102
35858040,20170102,20171201
35676082,20170102
19472507,20170102
37837237,20170102
32291198,20170102,20171128
25777301,20170102,20171128
30536312,20170102,20171201
15112107,20170102
36915471,20170102,20171222
36683597,20170102
67144619,20170102
26832802,20170102
35875603,20170102
13098891,20170102
33390777,20170102
10153565,20170102
36421711,20170102
32083153,20170102
33588836,20170102,20171222
32889050,20170102
63648418,20170102,20171128
33372523,20170102,20171207
21202681,20170102
34487006,20170102
35053107,20170102
35868968,20170102,20171222
26760275,20170102
36408480,20170102
36716096,20170102
34903956,20170102
35809937,20170102
36704543,20170102
32354696,20170102,20171222
24218376,20170102
14259945,20170102
16829080,20170102
35663568,20170102
37184780,20170102,20171031
28707207,20170102
21627275,20170102
35681507,20170102
13419639,20170102
34203911,20170102
16174491,20170102
31167760,20170102,20171221
34588430,20170102
16396273,20170102
20345799,20170102
32478441,20170102
31363683,20170102
30274164,20170102
17008307,20170102
37705470,20170102
33878753,20170102,20170601
34901724,20170102,20171123
13874395,20170102
35848541,20170102
36558067,20170102,20171222
26760208,20170102
28300999,20170102,20171130
30607171,20170102
31941253,20170102
36059311,20170102
26377315,20170102
37253421,20170102,20170629
36696605,20170102
26389089,20170102
16828971,20170102
18657171,20170102
27780563,20170102
31944317,20170102
10288096,20170102
36917229,20170102
77200215,20170102,20171223
27720382,20170102
30799674,20170102
17983148,20170102
33588844,20170102,20171222
36560533,20170102
18072807,20170102
27226094,20170102
34588686,20170102
28867972,20170102
36406178,20170102
25019148,20170102
36916184,20170102,20171120
31871603,20170102
35257934,20170102
33953372,20170102,20171107
17910701,20170102,20171123
33584717,20170102,20171222
31055881,20170102
28658125,20170102
10682843,20170102
36448903,20170102,20170519
35632123,20170102
21626805,20170102,20170929
36553766,20170102
26760232,20170102
35678980,20170102
26760186,20170102
36414111,20170102
33584288,20170102
36535539,20170102
10112753,20170102
17464809,20170102
25900405,20170102
19471098,20170102,20170817
36910623,20170102,20171218
15852577,20170102
32302343,20170102
30912039,20170102
26760291,20170102
34614709,20170102,20171225
35466029,20170102
28707193,20170102
35676783,20170102
28889410,20170102
36715294,20170102
36715014,20170102,20171122
35049762,20170102
36904763,20170102
33649207,20170102,20171214
28290861,20170102
26844843,20170102
32445497,20170102,20171220
34465754,20170102,20171221
32944361,20170102
27046738,20170102
35253238,20170102,20171221
37702080,20170102
30075714,20170102
13077886,20170102
28686404,20170102,20171215
35053964,20170102
25974867,20170102
25972260,20170102,20171228
21786748,20170102
31771382,20170102
28993021,20170102
33250649,20170102,20171218
30815823,20170102,20171108
27023932,20170102
14124896,20170102,20171221
36445939,20170102,20171221
27527663,20170102
16509477,20170102
35226931,20170102,20171222
29941009,20170102
14322485,20170102
70033712,20170102,20171221
30727592,20170102
36969644,20170102
32776892,20170102,20171220
32070485,20170102,20171214
25451163,20170102
10023718,20170102,20171218
35117318,20170102
32554822,20170102
29527210,20170102
35642153,20170102
33263570,20170102
30600983,20170102
34620008,20170102
35375872,20170102,20171214
32272797,20170102,20171207
29134421,20170102
31762707,20170102
36555181,20170102
28290896,20170102
19147932,20170102
78716819,20170102
31363527,20170102
27959237,20170102,20171229
20866896,20170102
36479396,20170102
66440516,20170102,20171129
89015618,20170102,20171215
34897018,20170102,20171205
37618381,20170102,20171204
25817680,20170102
26274079,20170102
28653883,20170102
35391460,20170102
35472045,20170102,20171205
63665010,20170102
18623587,20170102
28983492,20170102
14858288,20170102,20171122
31430305,20170102,20171215
27092152,20170102,20171211
33159153,20170102
30594118,20170102,20171221
35670807,20170102,20171221
37299340,20170102
26317193,20170102
28497334,20170102
31854938,20170102
31626005,20170102
35673369,20170102
33866399,20170102
33263546,20170102
31591783,20170102
34800391,20170102
36537922,20170102,20171222
34208867,20170102
36906359,20170102
33599846,20170102,20171213
34208646,20170102
31888379,20170102
31888395,20170102
25811062,20170102
25434773,20170102
29392374,20170102,20171215
29840709,20170102
33584539,20170102
36501219,20170102
30277643,20170102
35659579,20170102
24218384,20170102,20171213
34458952,20170102
30585259,20170102
30585267,20170102
29621055,20170102
25214137,20170102,20171227
35873686,20170102
36940948,20170102
29617112,20170102,20171214
32559115,20170102,20170309
37396575,20170102
35032398,20170102,20170209
34721882,20170102
35655115,20170102
19406695,20170102
27722954,20170102
29617147,20170102,20171214
33370970,20170102,20171214
28701187,20170102,20171222
32334776,20170102,20171221
36433701,20170102
25945239,20170102
25450663,20170102
36919280,20170102
36021861,20170102
35487158,20170102,20171214
25395441,20170102
21065994,20170102
31867231,20170102,20171218
30485491,20170102
19584739,20170102,20171129
25392841,20170102,20171130
33147686,20170102,20171222
21592293,20170102,20171205
