cvr,dates 
24243796,20120628
30486218,20120628
30491106,20120628
19937607,20120628
27600670,20120628
31075696,20120628
32842127,20120628
19085643,20120628
25206142,20120628
26993717,20120628
29518408,20120628
30805453,20120628
16280674,20120628
17312898,20120628
33360517,20120628
10402980,20120628
29223270,20120628
27981895,20120628
30509951,20120628
31470005,20120628,20121121
33777884,20120628
27930972,20120628
13071748,20120628
12517289,20120628
73260418,20120628
31595738,20120628
32783287,20120628
33052006,20120628
29796947,20120628
30485661,20120628
31163641,20120628
26993660,20120628
29511640,20120628
32295290,20120628
33251440,20120628
33637004,20120628
33642830,20120628
31252784,20120628
29845875,20120628
32279929,20120628
14799575,20120628
24214117,20120628
32935532,20120628
28321635,20120628
28321627,20120628
12634404,20120628
14838783,20120628
33504888,20120628
33500114,20120628
76151016,20120628
32650686,20120628
26584590,20120628
33362374,20120628
30723945,20120628
31779936,20120628
33395221,20120628
28850875,20120628
30068122,20120628
13697477,20120628
30605101,20120628
31277604,20120628
30543505,20120628
34085846,20120628
33886349,20120628
27988725,20120628
29170029,20120628
33360258,20120628
31777291,20120629
31877067,20120629
30521552,20120629
32477089,20120629
33861834,20120629
33785739,20120629,20120911
27296998,20120629
28304080,20120629
32830366,20120629
32787495,20120629
32829767,20120629
26893631,20120629
24216446,20120629
33493568,20120629
16610402,20120629
30909429,20120629
30364163,20120629
27374093,20120629
25614860,20120629
33753527,20120629
34075174,20120629
26680409,20120629
21488984,20120629
26133866,20120629
32472389,20120629
24208958,20120629
33059493,20120629
31935091,20120629
29848971,20120629
87644014,20120629
29853436,20120629
13642133,20120629
18053438,20120629
29795061,20120629
32644961,20120629
12538944,20120629
31852234,20120629
29425825,20120629
29192596,20120629
31935083,20120629
20824417,20120629
32779336,20120629
17706977,20120629
75141319,20120629
31253861,20120629
30902238,20120629
29826323,20120629
79404616,20120629
28303734,20120629
29203849,20120629
25237536,20120629
25592239,20120629
21682993,20120629
28130287,20120629
33150520,20120629
17014196,20120629
33268394,20120629
17900331,20120629
78510412,20120629
32932592,20120629
32555160,20120629
31475872,20120629
31266947,20120629
16643483,20120629
31327253,20120629
31760658,20120629
25616146,20120629
30178726,20120629
31057345,20120629
28712545,20120629
33755651,20120629
33587473,20120629
27311164,20120629
33161182,20120629
33082169,20120629
32890644,20120629
32832164,20120629
12372949,20120629,20121219
13615993,20120629
32451136,20120629
32644953,20120629
66538516,20120629
13688702,20120629
13642230,20120629
76491119,20120629
32289819,20120629
27274862,20120629
25247248,20120629
30822285,20120629
30550978,20120629
29172919,20120629
29841721,20120629
33572581,20120629
27466427,20120629
27250750,20120629
10103525,20120629
21571709,20120629
21378542,20120629
30575296,20120629
30909437,20120629
28371594,20120629
13785546,20120629
29794375,20120629
32147607,20120629
32555535,20120629
31852242,20120629
34059616,20120629
73301912,20120629
28313446,20120629
32303080,20120629
18195933,20120629
20877804,20120629
11741630,20120629
33502060,20120629
44625717,20120629
59340913,20120629
28709994,20120629
32788947,20120629
31327857,20120629
31632323,20120629
32552048,20120629
42679216,20120629
31276063,20120629
31367735,20120629
30347536,20120629
28281412,20120629
29912955,20120629
13888507,20120629
19753700,20120629
46348613,20120629
32292607,20120629
31765102,20120629
31061202,20120629
31945240,20120629
32295363,20120629
30592425,20120629
52571618,20120629
28103344,20120629
27274889,20120629
25098781,20120629
29530165,20120629
31155967,20120630
31416329,20120630
30708474,20120630
33504934,20120630
10303494,20120630
26539943,20120630
33074077,20120630
15470380,20120630
31058007,20120630
25537513,20120630
32303005,20120630
33766009,20120630
27980767,20120630
26349869,20120630
33152256,20120630
18237873,20120630
33506260,20120630
33857691,20120630
30722345,20120630
31869226,20120630
25537505,20120630
33509871,20120630
30690885,20120630
28120044,20120630
33578156,20120701
33085125,20120701
30740114,20120701
32779484,20120701
31941970,20120701
36218118,20120701
26374847,20120701
27425429,20120701
34074194,20120701
32571948,20120701
20132442,20120701
26280818,20120701
33265069,20120701
28886322,20120701
14427473,20120701
19290891,20120701
30740106,20120701
30740084,20120701
31892996,20120701
31084946,20120701
34075484,20120701
32931316,20120701
15768584,20120701
33151330,20120701
20224479,20120701
33160801,20120701
12639473,20120701
10934370,20120701
78095210,20120701
33054262,20120701
12743491,20120701
26319803,20120701
31362776,20120701
29142203,20120701
33249543,20120701
10157366,20120701
29533024,20120701
20943777,20120701
27241336,20120701
31590639,20120701
29132925,20120702
32560768,20120702
33599358,20120702
33389116,20120702
26918111,20120702
17638971,20120702
33267983,20120702
33863578,20120702
34470871,20120702
28294867,20120702
31162025,20120702
64108611,20120702
27558933,20120702
63110515,20120702
31274842,20120702
32933262,20120702
32779077,20120702
34206430,20120702
28672470,20120702
31613698,20120702
21254371,20120702
32943675,20120702
30078861,20120702
31426685,20120702
26282136,20120702
42025917,20120702
14456937,20120702
33162650,20120702
33255349,20120702
27048072,20120702
21636479,20120702
33639546,20120702
25581326,20120702
35774513,20120702
34649510,20120702
33576757,20120702
31760674,20120702
28122322,20120702
33641613,20120702
33494203,20120702
33509189,20120702
33049986,20120702
27526470,20120702
30078969,20120702
27219535,20120702
66661113,20120702
32779026,20120702
26326966,20120702
30919327,20120702
25947258,20120702
33351011,20120702
25829468,20120702
33577648,20120702
27219497,20120702
27219446,20120702
89335914,20120702
20638001,20120702
32879772,20120702
33780818,20120702
27437605,20120702
48894917,20120702
32361773,20120702
15387777,20120702
28672462,20120702
18849887,20120702
25529537,20120702
25805356,20120702
34087148,20120702
31171997,20120702
33067852,20120702
33253435,20120702
73517311,20120702
27960219,20120702
27930506,20120702
59816012,20120702
27970540,20120702
10066824,20120702
31772249,20120702
21484717,20120702
30520858,20120702
33866127,20120702
32450474,20120702
30280148,20120702
29631948,20120702
29244057,20120702
16731331,20120702
26794951,20120702
28857845,20120702
25949285,20120702
34210195,20120702
27407765,20120702
27744273,20120702
25835549,20120702
29517134,20120702
29813906,20120702
27437621,20120702
29607192,20120702
15912103,20120702
19983234,20120702
20445394,20120702
33356765,20120702
27558925,20120702
33268122,20120702
28975848,20120702
10547695,20120702
21437484,20120702
30083091,20120702
29244243,20120702
33512597,20120702
30585437,20120702
31746973,20120702
10438691,20120702
30364643,20120702
31590795,20120702
28158076,20120702
27594352,20120702
29412294,20120702
31260671,20120702
33049854,20120702
33755341,20120702
27558968,20120702
31169984,20120702
31368081,20120702
25052854,20120702
57494018,20120702
27555241,20120702
28325924,20120702
29522243,20120702
30083679,20120702
29943028,20120702
33069073,20120702
19300676,20120702
32071147,20120702
32878288,20120702
30072731,20120702
32553923,20120702
27441998,20120702
29975469,20120703
32061990,20120703
32441297,20120703
33503032,20120703
25087712,20120703
25596544,20120703
29136785,20120703
18637391,20120703
26747023,20120703
32158919,20120703
32834612,20120703
33860471,20120703
27401015,20120703
28706405,20120703
31084172,20120703
19673944,20120703
26091802,20120703
26121019,20120703
33062729,20120703
20869534,20120703
34075123,20120703
15113405,20120703
21606901,20120703
10915635,20120703
24210952,20120703
29935645,20120703
25877330,20120703
32763146,20120703
28477821,20120703
31169763,20120703
26096294,20120703
31885744,20120703
21056901,20120703
15552182,20120703
26992400,20120703
66013510,20120703
28131046,20120703
14219692,20120703
31189284,20120703
32839770,20120703
33165536,20120703
33047541,20120703
28118473,20120703
26901405,20120703
32365647,20120703
25871294,20120703
34075557,20120703
33267746,20120703
33637136,20120703
31891930,20120703
32296084,20120703
31854113,20120703
21407437,20120703
33154763,20120703
31583993,20120703
33047967,20120703
32143792,20120703
24233936,20120703
33370105,20120703
87553817,20120703
33069162,20120703
32281958,20120703
31333393,20120703,20120807
29136920,20120703
29915490,20120703
31859549,20120703
29401683,20120703
33770944,20120703
29975426,20120703
53162428,20120703
31165547,20120703
31480906,20120703
11450245,20120703
31854237,20120703
25804384,20120703
30198808,20120703
26486459,20120703
32448488,20120703
25521676,20120703
31175240,20120703
33062745,20120703
10875080,20120703
33257708,20120703
29925038,20120703
66422119,20120703
32785980,20120703
11764401,20120703
33154739,20120703
33261802,20120703
27683797,20120703
29777942,20120703
11772137,20120703
31078482,20120703
32838340,20120703
27441548,20120703
29913684,20120703
31276179,20120703
34075263,20120703
34075352,20120703
27957021,20120703
29538204,20120703
26730279,20120703
83183519,20120703
26310822,20120703
37388815,20120703
18534037,20120703
11776280,20120703
33594380,20120703
28857136,20120703
29850453,20120703
32287298,20120703
26142849,20120703
33082177,20120703
26989981,20120703
28159226,20120703
33573529,20120703
31189322,20120703
25207971,20120703
10160723,20120703
25769864,20120703
27515649,20120703
30835328,20120703
34047928,20120703
31881900,20120703
25533496,20120703
31326567,20120703
12228910,20120703
13919143,20120703
87359514,20120703
33357117,20120703
34452318,20120703
31891825,20120703
29931631,20120703
31080142,20120703
10096928,20120703
30690699,20120703
29213909,20120703
34075468,20120704
50746828,20120704
31259312,20120704
11560873,20120704
27916554,20120704
26370213,20120704
34047936,20120704
25080920,20120704
33166885,20120704
34048347,20120704
14742638,20120704
31260000,20120704
33881630,20120704
78880813,20120704
29816050,20120704
29826889,20120704
31327490,20120704
33145004,20120704
18437201,20120704
34074364,20120704
30177436,20120704
81354510,20120704
34075611,20120704
30515110,20120704
30515099,20120704
87630412,20120704
34075344,20120704
31281784,20120704
32838367,20120704
15138092,20120704
34074240,20120704
30355121,20120704
33060858,20120704
34075220,20120704
27680771,20120704
16160113,20120704
25571584,20120704
33242115,20120704
30509161,20120704
34075670,20120704
31072425,20120704
33896611,20120704
30074963,20120704
34048231,20120704
32762867,20120704
10209498,20120704
34075700,20120704
28090919,20120704
13341389,20120704
34075395,20120704
13736731,20120704
10005140,20120704
33881606,20120704
34074437,20120704
28515405,20120704
30077776,20120704
30515102,20120704
33152914,20120704
33259883,20120704
13092745,20120704
34618011,20120704
31333547,20120704
29216126,20120704
30355202,20120704
33968124,20120704
28981740,20120704
32302408,20120704
34047944,20120704
34048207,20120704
31162777,20120704
31620554,20120704
32675530,20120704
34075115,20120704
70628619,20120704
27666531,20120704
34075697,20120704
49602928,20120704
30202376,20120704
20820187,20120704
10125952,20120704
31490928,20120704
34048045,20120704
25218922,20120704
33639481,20120704
34075646,20120704
32762875,20120704
34075638,20120704
31261422,20120704
30005902,20120704
30075145,20120704
31259274,20120704
28511523,20120704
32471994,20120704
21515981,20120704
30075080,20120704
20898909,20120704
25652932,20120704
34075514,20120704
34075689,20120704
33262183,20120704
34075093,20120704
34075654,20120704
33061021,20120704
28963890,20120705
30974611,20120705
32057101,20120705
29011257,20120705
29611998,20120705
15321407,20120705
29623945,20120705
33254741,20120705
34261512,20120705
17369881,20120705
17262599,20120705
21219746,20120705
14895574,20120705
24238571,20120705
28691076,20120705
26121396,20120705
31783275,20120705
33512120,20120705
16986844,20120705
32078087,20120705
30494652,20120705
10159326,20120705
32365353,20120705
30617118,20120705
32473385,20120705
37249912,20120705
30511883,20120705
77309713,20120705
27188346,20120705
18182882,20120705
25987896,20120705
25112334,20120705
33769466,20120705
28128231,20120705
64093118,20120705
28287984,20120705
13170541,20120705
26660424,20120705
58901814,20120705
29787999,20120705
34055653,20120705
73773318,20120705
32676936,20120705
30804287,20120705
32451276,20120705
32768652,20120705
21843105,20120705
21843180,20120705
21052779,20120705
30521226,20120705
75627513,20120705
26098580,20120705
33254709,20120705
20032731,20120705
27259812,20120705
33639163,20120705
27971202,20120705
15702508,20120705
28672934,20120705
32078109,20120705
32676588,20120705
46535219,20120705
30925726,20120705,20120809
26991943,20120705
32888836,20120705
33260016,20120705
30574451,20120705
27370799,20120705
30560434,20120705
25063414,20120705
32290477,20120705
38910418,20120705
85083112,20120705
63753610,20120705
32085725,20120705
16148482,20120705
28304765,20120705
12223943,20120705
17537601,20120705
84738913,20120705
27615791,20120705
33043996,20120705
32157580,20120705
26375975,20120705
33146019,20120705
29787980,20120705
29787972,20120705
32474306,20120705
27093426,20120705
33573537,20120705
27918263,20120705
32067581,20120705
31176581,20120705
10915937,20120705
33749899,20120705
10307074,20120705
10179734,20120705
26447933,20120705
26393507,20120705
31085446,20120705
27481272,20120705
27767664,20120706,20121129
14813748,20120706
29842779,20120706
33957254,20120706
28680104,20120706
25829972,20120706
32834116,20120706
20015586,20120706
26181569,20120706
31782546,20120706
21634174,20120706
25359240,20120706
29686645,20120706
73438217,20120706
33575726,20120706
33586604,20120706
30499468,20120706
25389069,20120706
13637148,20120706
24543315,20120706
10906148,20120706
30597915,20120706
11936172,20120706
25299272,20120706
28301898,20120706
33640641,20120706
33599730,20120706
33045905,20120706
32069630,20120706
39110415,20120706
19598101,20120706
25450337,20120706
29799679,20120706
33494998,20120706
13687390,20120706
15444894,20120706
27559816,20120706
26375991,20120706
25520696,20120706
33242379,20120706
26844525,20120706
32321356,20120706
10005221,20120706
25121848,20120706
29180164,20120706
31599903,20120706
29323380,20120706
11770940,20120706
33957270,20120706
27920152,20120706
29921393,20120706
73373514,20120706
30545796,20120706
12024584,20120706
12996470,20120706
13637830,20120706
32067565,20120706
25673964,20120706
66655318,20120706
33749740,20120706
17421441,20120706
27321569,20120706
26030498,20120706
13576939,20120706
30704630,20120706
72470028,20120706
32069606,20120706
32069592,20120706
14036377,20120706
32770711,20120706
25119193,20120706
10221994,20120706
53960812,20120706
30807588,20120706
26526183,20120706
33354509,20120706
25949269,20120706
32067573,20120706
27209971,20120706
30344766,20120706
31263344,20120706
30521358,20120706
10909287,20120706
21825999,20120706
33957262,20120706
27924077,20120706
12247680,20120706
77712712,20120706
31056934,20120706
33388489,20120706
77040013,20120706
30281187,20120706
29524270,20120706
31071402,20120706
29978301,20120706
29921156,20120706
12942087,20120706
13115885,20120706
31285461,20120706
32141021,20120706
26017122,20120706
32320872,20120706
15911808,20120706
28306741,20120706
25049055,20120706
27369561,20120706
29389306,20120706
30704592,20120706
32267165,20120706
31272882,20120706
31055679,20120706
33874790,20120706
30281195,20120706
31157285,20120706
32258689,20120706
33592914,20120706
65369915,20120706
32766048,20120706
49659210,20120706
10433487,20120706
19810100,20120706
24235807,20120706
30362675,20120706
81861315,20120706
75858418,20120706
14676430,20120706
31278325,20120706
31285321,20120706
33390343,20120706
10124565,20120706
25309677,20120706
27519687,20120706
33588267,20120706
67355814,20120706
31600553,20120706
12777604,20120706
27557821,20120706
15403586,20120706
17558439,20120706
31860393,20120706
31860415,20120706
26042046,20120706
26162629,20120706
26528372,20120706
20050136,20120706
30572726,20120706
30692578,20120706
34074410,20120707
31075947,20120707
86333414,20120707
41624310,20120707
34074526,20120707
55056811,20120707
31348234,20120707
29530890,20120707
28521162,20120707
34075069,20120707
26028825,20120707
25870344,20120707
30081838,20120707
34075166,20120707
31076374,20120707
25878558,20120707
26405041,20120707
10028086,20120707
34074216,20120707
17510096,20120707
34074372,20120707
12763344,20120707
34048053,20120707
30177096,20120707
26993148,20120710
26919010,20120710
29198306,20120710
73797128,20120710
17144804,20120710
29788340,20120710
31750024,20120710
None,20120710,20120910,20121015,20121118
32937292,20120710
18188732,20120710
14743006,20120710
33886063,20120710
26656605,20120710
28658370,20120710
29429960,20120710
24213129,20120711
34526117,20120711
31489768,20120711
32150306,20120711
32269427,20120711
30804821,20120711
26303338,20120711
19718794,20120711
33075790,20120711
83170816,20120711
78582510,20120711
69616011,20120711
29169411,20120711
31620570,20120711
18135647,20120711
29774897,20120711
31060931,20120711
21851841,20120711
30808320,20120711
33586779,20120711
31886031,20120711
12983298,20120711
31060923,20120711
14708979,20120711
27393071,20120711
33757875,20120711
10160413,20120711
30071670,20120711
30079159,20120711
29836884,20120711
32453783,20120711
27737668,20120711
32062776,20120711
33391773,20120711
14301976,20120711
83170611,20120711
89847710,20120711
24621413,20120711
27672531,20120711
28889267,20120711
19857700,20120711
29774927,20120711
31746906,20120711
29421412,20120711
31176042,20120711
51268210,20120711
33064209,20120711
29794669,20120711
28510659,20120711
26624363,20120711
21351490,20120711
10983835,20120711
20397373,20120711
32100481,20120711
13711100,20120711
15574577,20120711
28283180,20120711
25592603,20120711
17019945,20120711
33363974,20120711
34481253,20120711
30534093,20120711
25714229,20120711
32262023,20120711
24231089,20120711
26056624,20120711
20893931,20120711
54992017,20120711
32475582,20120711
32664024,20120711
26496306,20120711
20094540,20120711
87194817,20120711
31871034,20120711
30560418,20120711
28305737,20120711
17986333,20120711
15286202,20120711
20977841,20120711
33389639,20120711
26989442,20120711
33598092,20120711
27108164,20120711
29794529,20120711
31635268,20120711
28486170,20120711
89858410,20120711
21111643,20120711
27923453,20120711
10325005,20120711
26033136,20120711
30174429,20120711
31871050,20120711
26302706,20120711
26251869,20120711
30539907,20120711
53734219,20120711
31746922,20120711
32290299,20120711
21351547,20120711
27692036,20120711
14684808,20120711
31576067,20120711
31747007,20120711
21321974,20120712
33747829,20120712
21807605,20120712
29797374,20120712
32474640,20120712
28996160,20120712
12080085,20120712
16832782,20120712
60754217,20120712
78954019,20120712
49391528,20120712
29695148,20120712
31163226,20120712
32552986,20120712
30351649,20120712
18565285,20120712
26599792,20120712
27504248,20120712
13966095,20120712
30564898,20120712
21058742,20120712
78839228,20120712
30571479,20120712
31060559,20120712
27060560,20120712
20439297,20120712
31067774,20120712
15109882,20120712
31178975,20120712
32101348,20120712
15143835,20120712
26998050,20120712
28492790,20120712
30596412,20120712
29925739,20120712
18050730,20120712
33510284,20120712
25535103,20120712
25763661,20120712
29819475,20120712
14718982,20120712
31632447,20120712
32890458,20120712
28983166,20120712
49595514,20120712
26698642,20120712
30502957,20120712
30808193,20120712
31186722,20120712
31614058,20120712
31614074,20120712
17641778,20120712
21068004,20120712
73772516,20120712
32095585,20120712
20402407,20120712
33639457,20120712
27394469,20120712
10055229,20120712
29849285,20120712
60342628,20120712
30483839,20120712
35456910,20120712
33591721,20120712
30556208,20120712
30539699,20120712
10150523,20120712
29133670,20120712
29797005,20120712
32554121,20120712
33049277,20120712
15258985,20120712
15539348,20120712
33361742,20120712
33591322,20120712
28116446,20120712
80133618,20120712
30808983,20120712
25245792,20120712
28709471,20120712
10079217,20120712
31746191,20120712
10088127,20120712
34087547,20120712
29927480,20120712
39992914,20120712
33034741,20120712
29973342,20120712
24223515,20120712
12645643,20120712
32881394,20120712
25886747,20120712
21225142,20120712
33387997,20120712
28316496,20120712
10129656,20120712
33756305,20120712
55595410,20120712
26370973,20120712
26518431,20120712
26890101,20120712
33251599,20120712
25841557,20120712
29926603,20120712
31934044,20120712
33256833,20120712
29925798,20120712
30592255,20120712
26924448,20120712
27504264,20120712
28687354,20120712
29926530,20120712
31348366,20120712
32764835,20120712
32767931,20120712
30539680,20120712
32140041,20120712
29183473,20120712
29915040,20120712
30194020,20120712
31050200,20120712
67356616,20120712
33035284,20120712
14128174,20120712
21277800,20120712
26775418,20120712
26844282,20120712
10011477,20120712
29447586,20120712
30608275,20120712
31061431,20120712
33042841,20120712
33037929,20120712
26533287,20120712
29915245,20120712
31364051,20120712
33163436,20120712
29930252,20120712
30241584,20120712
34296812,20120712
30900022,20120712
33756291,20120712
31877148,20120712
32789315,20120712
27635369,20120712
28316526,20120712
75249918,20120712
31279240,20120712
20749687,20120712
79346314,20120712,20121105
19762076,20120712
19251780,20120712
26602440,20120712
26510260,20120712
89553512,20120712
14318585,20120712
31616425,20120712
31581370,20120712
29611262,20120712
10520495,20120712
33757492,20120712
13238375,20120712
30912721,20120712
32767974,20120712
12424191,20120712
21384585,20120712
10136660,20120712
19756181,20120712
10484448,20120712
31746329,20120712
14605207,20120712
18159384,20120712
26393485,20120712
24234037,20120712
29191956,20120712
24210200,20120712
30243439,20120712
16248932,20120712
21534102,20120712
27035000,20120712
28116462,20120712
10320089,20120712
31614023,20120712
61600116,20120712
79180017,20120712
20314001,20120712
27988512,20120712
28283164,20120712
32085822,20120712
20673591,20120712
27365426,20120712
15526009,20120712
31614112,20120712
31777801,20120712
78402210,20120712
16633577,20120712
27637795,20120712
29841985,20120712
29837880,20120712
30353595,20120712
31671973,20120712
89680018,20120712
25794338,20120712
30199715,20120712
20470798,20120712
29848181,20120712
29915296,20120712
29802467,20120712
31877385,20120712
21178640,20120712
30812654,20120712
70246414,20120712
15512644,20120712
33599145,20120712
33779631,20120712
30605276,20120712
31050340,20120712
38091417,20120712
25805534,20120712
15561548,20120712
25672291,20120712
28100132,20120712
13495599,20120712
31881781,20120712
32837107,20120712
21374008,20120712
32474020,20120712
31174783,20120712
31058082,20120712
52167019,20120712
34086028,20120712
73045517,20120712
20889616,20120712
33151187,20120712
25118464,20120712
25672453,20120712
16934097,20120712
19673049,20120712
30351940,20120712
30738772,20120712
10055601,20120712
25296052,20120712
28840764,20120712
29536236,20120712
29796963,20120712
37674419,20120712
31170176,20120712
31170184,20120712
21623296,20120712
29519633,20120712
31060915,20120712
32941435,20120712
26365295,20120712
11161375,20120712
16052183,20120712
20128534,20120712
33370148,20120712
24238385,20120712
75296711,20120712
16814806,20120712
28110693,20120712
30737180,20120712
30543572,20120712
31746337,20120712
30071417,20120712
29629994,20120712
29623775,20120712
32145450,20120712
46033418,20120712
24251594,20120712
33584172,20120712
10135427,20120712
28316534,20120712
13684936,20120712
27292194,20120712
26994527,20120712
31483697,20120712
33760310,20120712
32071945,20120712
33623011,20120712
32070930,20120712
27703941,20120713
29409323,20120713
76352712,20120713
29812543,20120713
28308213,20120713
21707007,20120713
21111147,20120713
88719611,20120713
26161940,20120713
28136404,20120713
17020692,20120713
33385188,20120713
29136238,20120713
73555213,20120713
17642499,20120713
33066619,20120713
29827435,20120713
29512558,20120713
52466911,20120713
31625866,20120713
73676428,20120713
31366151,20120713
33250460,20120713
31183111,20120713
76403511,20120713
32284345,20120713
33250436,20120713
28289073,20120713
28305583,20120713
24259544,20120713
13494177,20120713
87816419,20120713
26787106,20120713
28287453,20120713
31625882,20120713
28297130,20120713
29187436,20120713
12669186,20120713
32086098,20120713
32678165,20120713
58111511,20120713
33875916,20120713
21678945,20120713
30345037,20120713
31062713,20120713
33582196,20120713
17353004,20120713
30503279,20120713
26011264,20120713
19585387,20120713
19639444,20120713
33259786,20120713
29325235,20120713
29131821,20120713
26761786,20120713
70664216,20120713
29512493,20120713
31159598,20120713
12593945,20120713
13712506,20120713
28136471,20120713
26124026,20120713
26547326,20120713
32787274,20120713
33250444,20120713
26739365,20120713
27404030,20120713
33590113,20120713
31625858,20120713
66270513,20120713
76470812,20120713
18606178,20120713
25939492,20120713
73518016,20120714
20293888,20120714
27310567,20120714
31173795,20120714
31940796,20120714
27455166,20120714
33512287,20120714
24243419,20120715
24224600,20120715
26836573,20120715
24235548,20120715
31430011,20120715
26482380,20120715
27170447,20120715
33758081,20120716
33758634,20120716
30572041,20120716
33247095,20120716
27252494,20120716
13919941,20120716
25665600,20120716
73593816,20120716
26844827,20120716
29525404,20120716
11990010,20120716
28896131,20120716
25928741,20120716
33264623,20120716
31082072,20120716
32451624,20120716
11995373,20120716
30905806,20120716
52975018,20120716
10080622,20120716
30920805,20120716
30740041,20120716
34075492,20120716
34388911,20120716
34075158,20120716
14688587,20120716
32651887,20120716
26012309,20120716
32448178,20120716
30815645,20120716
79072419,20120716
56283315,20120716
25437535,20120716
30559916,20120716
33493134,20120716
32568440,20120716
26012201,20120716
27528724,20120716
12701179,20120716
34075360,20120716
87300013,20120716
27267556,20120716
81895910,20120716
89484510,20120716
10711835,20120716
17028073,20120716
32470165,20120717
31849268,20120717
27406947,20120717
30238389,20120717
33600925,20120717
26273137,20120717
26350565,20120717
33251998,20120717
27521541,20120717
28889240,20120717
28894538,20120717
28371268,20120717
26409527,20120717
20439173,20120717
30575873,20120717
33049188,20120717
33365179,20120717
30578147,20120717
15775270,20120717
34351910,20120717
28687176,20120717
20269588,20120717
32361943,20120717
